,Zimbabwe,source,target,value
13477,Kyrgyzstan,Nutritional deficiencies,Other nutritional deficiencies,0.0
13479,Kyrgyzstan,Noncommunicable diseases,Malignant neoplasms,4.3
13481,Kyrgyzstan,Malignant neoplasms,Mouth and oropharynx cancers,0.1
13482,Kyrgyzstan,Malignant neoplasms,Oesophagus cancer,0.2
13483,Kyrgyzstan,Malignant neoplasms,Stomach cancer,0.9
13484,Kyrgyzstan,Malignant neoplasms,Colon and rectum cancers,0.3
13485,Kyrgyzstan,Malignant neoplasms,Liver cancer,0.3
13486,Kyrgyzstan,Malignant neoplasms,Pancreas cancer,0.1
13487,Kyrgyzstan,Malignant neoplasms,"Trachea, bronchus, lung cancers",0.7
13488,Kyrgyzstan,Malignant neoplasms,Melanoma and other skin cancers,0.1
13489,Kyrgyzstan,Malignant neoplasms,Breast cancer,0.3
13490,Kyrgyzstan,Malignant neoplasms,Cervix uteri cancer,0.3
13491,Kyrgyzstan,Malignant neoplasms,Corpus uteri cancer,0.1
13492,Kyrgyzstan,Malignant neoplasms,Ovary cancer,0.1
13493,Kyrgyzstan,Malignant neoplasms,Prostate cancer,0.1
13494,Kyrgyzstan,Malignant neoplasms,Testicular cancer,0.0
13495,Kyrgyzstan,Malignant neoplasms,Kidney cancer,0.1
13496,Kyrgyzstan,Malignant neoplasms,Bladder cancer,0.1
13497,Kyrgyzstan,Malignant neoplasms,Brain and nervous system cancers,0.1
13498,Kyrgyzstan,Malignant neoplasms,Gallbladder and biliary tract cancer,0.0
13499,Kyrgyzstan,Malignant neoplasms,Larynx cancer,0.0
13500,Kyrgyzstan,Malignant neoplasms,Thyroid cancer,0.0
13501,Kyrgyzstan,Malignant neoplasms,Mesothelioma,0.0
13502,Kyrgyzstan,Malignant neoplasms,"Lymphomas, multiple myeloma",0.1
13503,Kyrgyzstan,Malignant neoplasms,Leukaemia,0.2
13504,Kyrgyzstan,Malignant neoplasms,Other malignant neoplasms,0.2
13505,Kyrgyzstan,Noncommunicable diseases,Other neoplasms,0.0
13507,Kyrgyzstan,Noncommunicable diseases,Diabetes mellitus,0.3
13509,Kyrgyzstan,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
13511,Kyrgyzstan,"Endocrine, blood, immune disorders",Thalassaemias,0.0
13512,Kyrgyzstan,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.0
13513,Kyrgyzstan,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.0
13514,Kyrgyzstan,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.0
13515,Kyrgyzstan,Noncommunicable diseases,Mental and substance use disorders,0.6
13517,Kyrgyzstan,Mental and substance use disorders,Depressive disorders,0.0
13518,Kyrgyzstan,Mental and substance use disorders,Bipolar disorder,0.0
13519,Kyrgyzstan,Mental and substance use disorders,Schizophrenia,0.0
13520,Kyrgyzstan,Mental and substance use disorders,Alcohol use disorders,0.5
13521,Kyrgyzstan,Mental and substance use disorders,Drug use disorders,0.1
13522,Kyrgyzstan,Mental and substance use disorders,Anxiety disorders,0.0
13523,Kyrgyzstan,Mental and substance use disorders,Eating disorders,0.0
13524,Kyrgyzstan,Mental and substance use disorders,Autism and Asperger syndrome,0.0
13525,Kyrgyzstan,Mental and substance use disorders,Childhood behavioural disorders,0.0
13526,Kyrgyzstan,Mental and substance use disorders,Idiopathic intellectual disability,0.0
13527,Kyrgyzstan,Mental and substance use disorders,Other mental and behavioural disorders,0.0
13528,Kyrgyzstan,Noncommunicable diseases,Neurological conditions,0.8
13530,Kyrgyzstan,Neurological conditions,Alzheimer disease and other dementias,0.4
13531,Kyrgyzstan,Neurological conditions,Parkinson disease,0.1
13532,Kyrgyzstan,Neurological conditions,Epilepsy,0.2
13533,Kyrgyzstan,Neurological conditions,Multiple sclerosis,0.0
13534,Kyrgyzstan,Neurological conditions,Migraine,0.0
13535,Kyrgyzstan,Neurological conditions,Non-migraine headache,0.0
13536,Kyrgyzstan,Neurological conditions,Other neurological conditions,0.0
13537,Kyrgyzstan,Noncommunicable diseases,Sense organ diseases,0.0
13539,Kyrgyzstan,Noncommunicable diseases,Cardiovascular diseases,15.5
13541,Kyrgyzstan,Cardiovascular diseases,Rheumatic heart disease,0.3
13542,Kyrgyzstan,Cardiovascular diseases,Hypertensive heart disease,0.4
13543,Kyrgyzstan,Cardiovascular diseases,Ischaemic heart disease,8.4
13544,Kyrgyzstan,Cardiovascular diseases,Stroke,6.0
13545,Kyrgyzstan,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.2
13546,Kyrgyzstan,Cardiovascular diseases,Other circulatory diseases,0.2
13547,Kyrgyzstan,Noncommunicable diseases,Respiratory diseases,2.7
13549,Kyrgyzstan,Respiratory diseases,Chronic obstructive pulmonary disease,2.5
13550,Kyrgyzstan,Respiratory diseases,Asthma,0.2
13551,Kyrgyzstan,Respiratory diseases,Other respiratory diseases,0.0
13552,Kyrgyzstan,Noncommunicable diseases,Digestive diseases,2.1
13554,Kyrgyzstan,Digestive diseases,Peptic ulcer disease,0.2
13555,Kyrgyzstan,Digestive diseases,Cirrhosis of the liver,1.7
13556,Kyrgyzstan,Digestive diseases,Appendicitis,0.0
13557,Kyrgyzstan,Digestive diseases,Gastritis and duodenitis,0.0
13558,Kyrgyzstan,Digestive diseases,Paralytic ileus and intestinal obstruction,0.1
13559,Kyrgyzstan,Digestive diseases,Inflammatory bowel disease,0.0
13560,Kyrgyzstan,Digestive diseases,Gallbladder and biliary diseases,0.0
13561,Kyrgyzstan,Digestive diseases,Pancreatitis,0.0
13562,Kyrgyzstan,Digestive diseases,Other digestive diseases,0.1
13563,Kyrgyzstan,Noncommunicable diseases,Genitourinary diseases,0.7
13565,Kyrgyzstan,Genitourinary diseases,Kidney diseases,0.6
13566,Kyrgyzstan,Genitourinary diseases,Benign prostatic hyperplasia,0.0
13567,Kyrgyzstan,Genitourinary diseases,Urolithiasis,0.0
13568,Kyrgyzstan,Genitourinary diseases,Other urinary diseases,0.2
13569,Kyrgyzstan,Genitourinary diseases,Infertility,0.0
13570,Kyrgyzstan,Genitourinary diseases,Gynecological diseases,0.0
13571,Kyrgyzstan,Noncommunicable diseases,Skin diseases,0.0
13573,Kyrgyzstan,Noncommunicable diseases,Musculoskeletal diseases,0.0
13575,Kyrgyzstan,Musculoskeletal diseases,Rheumatoid arthritis,0.0
13576,Kyrgyzstan,Musculoskeletal diseases,Osteoarthritis,0.0
13577,Kyrgyzstan,Musculoskeletal diseases,Gout,0.0
13578,Kyrgyzstan,Musculoskeletal diseases,Back and neck pain,0.0
13579,Kyrgyzstan,Musculoskeletal diseases,Other musculoskeletal disorders,0.0
13580,Kyrgyzstan,Noncommunicable diseases,Congenital anomalies,0.5
13582,Kyrgyzstan,Congenital anomalies,Neural tube defects,0.0
13583,Kyrgyzstan,Congenital anomalies,Cleft lip and cleft palate,0.0
13584,Kyrgyzstan,Congenital anomalies,Down syndrome,0.0
13585,Kyrgyzstan,Congenital anomalies,Congenital heart anomalies,0.3
13586,Kyrgyzstan,Congenital anomalies,Other chromosomal anomalies,0.0
13587,Kyrgyzstan,Congenital anomalies,Other congenital anomalies,0.2
13588,Kyrgyzstan,Noncommunicable diseases,Oral conditions,0.0
13590,Lao People's Democratic Republic,All Causes,"Communicable, maternal, perinatal and nutritional conditions",27.7
13591,Lao People's Democratic Republic,All Causes,Noncommunicable diseases,20.8
13592,Lao People's Democratic Republic,All Causes,Injuries,3.8
13595,Lao People's Democratic Republic,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,15.9
13597,Lao People's Democratic Republic,Infectious and parasitic diseases,Tuberculosis,6.6
13598,Lao People's Democratic Republic,Infectious and parasitic diseases,STDs excluding HIV,0.0
13599,Lao People's Democratic Republic,Infectious and parasitic diseases,HIV/AIDS,0.1
13600,Lao People's Democratic Republic,Infectious and parasitic diseases,Diarrhoeal diseases,4.3
13601,Lao People's Democratic Republic,Infectious and parasitic diseases,Childhood-cluster diseases,2.8
13602,Lao People's Democratic Republic,Infectious and parasitic diseases,Meningitis,0.8
13603,Lao People's Democratic Republic,Infectious and parasitic diseases,Encephalitis,0.1
13604,Lao People's Democratic Republic,Infectious and parasitic diseases,Hepatitis,0.1
13605,Lao People's Democratic Republic,Infectious and parasitic diseases,Parasitic and vector diseases,1.0
13606,Lao People's Democratic Republic,Infectious and parasitic diseases,Intestinal nematode infections,0.0
13607,Lao People's Democratic Republic,Infectious and parasitic diseases,Leprosy,0.0
13608,Lao People's Democratic Republic,Infectious and parasitic diseases,Other infectious diseases,0.1
13609,Lao People's Democratic Republic,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,5.4
13611,Lao People's Democratic Republic,Respiratory Infectious ,Lower respiratory infections,5.4
13612,Lao People's Democratic Republic,Respiratory Infectious ,Upper respiratory infections,0.0
13613,Lao People's Democratic Republic,Respiratory Infectious ,Otitis media,0.0
13614,Lao People's Democratic Republic,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.8
13616,Lao People's Democratic Republic,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,5.1
13618,Lao People's Democratic Republic,Neonatal conditions,Preterm birth complications,1.9
13619,Lao People's Democratic Republic,Neonatal conditions,Birth asphyxia and birth trauma,2.2
13620,Lao People's Democratic Republic,Neonatal conditions,Neonatal sepsis and infections,0.7
13621,Lao People's Democratic Republic,Neonatal conditions,Other neonatal conditions,0.4
13622,Lao People's Democratic Republic,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.4
13624,Lao People's Democratic Republic,Nutritional deficiencies,Protein-energy malnutrition,0.4
13625,Lao People's Democratic Republic,Nutritional deficiencies,Iodine deficiency,0.0
13626,Lao People's Democratic Republic,Nutritional deficiencies,Vitamin A deficiency,0.0
13627,Lao People's Democratic Republic,Nutritional deficiencies,Iron-deficiency anaemia,0.0
13628,Lao People's Democratic Republic,Nutritional deficiencies,Other nutritional deficiencies,0.0
13630,Lao People's Democratic Republic,Noncommunicable diseases,Malignant neoplasms,4.2
13632,Lao People's Democratic Republic,Malignant neoplasms,Mouth and oropharynx cancers,0.3
13633,Lao People's Democratic Republic,Malignant neoplasms,Oesophagus cancer,0.2
13634,Lao People's Democratic Republic,Malignant neoplasms,Stomach cancer,0.5
13635,Lao People's Democratic Republic,Malignant neoplasms,Colon and rectum cancers,0.2
13636,Lao People's Democratic Republic,Malignant neoplasms,Liver cancer,0.8
13637,Lao People's Democratic Republic,Malignant neoplasms,Pancreas cancer,0.0
13638,Lao People's Democratic Republic,Malignant neoplasms,"Trachea, bronchus, lung cancers",0.6
13639,Lao People's Democratic Republic,Malignant neoplasms,Melanoma and other skin cancers,0.0
13640,Lao People's Democratic Republic,Malignant neoplasms,Breast cancer,0.3
13641,Lao People's Democratic Republic,Malignant neoplasms,Cervix uteri cancer,0.2
13642,Lao People's Democratic Republic,Malignant neoplasms,Corpus uteri cancer,0.0
13643,Lao People's Democratic Republic,Malignant neoplasms,Ovary cancer,0.0
13644,Lao People's Democratic Republic,Malignant neoplasms,Prostate cancer,0.0
13645,Lao People's Democratic Republic,Malignant neoplasms,Testicular cancer,0.0
13646,Lao People's Democratic Republic,Malignant neoplasms,Kidney cancer,0.0
13647,Lao People's Democratic Republic,Malignant neoplasms,Bladder cancer,0.0
13648,Lao People's Democratic Republic,Malignant neoplasms,Brain and nervous system cancers,0.1
13649,Lao People's Democratic Republic,Malignant neoplasms,Gallbladder and biliary tract cancer,0.1
13650,Lao People's Democratic Republic,Malignant neoplasms,Larynx cancer,0.0
13651,Lao People's Democratic Republic,Malignant neoplasms,Thyroid cancer,0.0
13652,Lao People's Democratic Republic,Malignant neoplasms,Mesothelioma,0.0
13653,Lao People's Democratic Republic,Malignant neoplasms,"Lymphomas, multiple myeloma",0.1
13654,Lao People's Democratic Republic,Malignant neoplasms,Leukaemia,0.3
13655,Lao People's Democratic Republic,Malignant neoplasms,Other malignant neoplasms,0.3
13656,Lao People's Democratic Republic,Noncommunicable diseases,Other neoplasms,0.0
13658,Lao People's Democratic Republic,Noncommunicable diseases,Diabetes mellitus,0.9
13660,Lao People's Democratic Republic,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
13662,Lao People's Democratic Republic,"Endocrine, blood, immune disorders",Thalassaemias,0.1
13663,Lao People's Democratic Republic,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.0
13664,Lao People's Democratic Republic,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.0
13665,Lao People's Democratic Republic,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.1
13666,Lao People's Democratic Republic,Noncommunicable diseases,Mental and substance use disorders,0.1
13668,Lao People's Democratic Republic,Mental and substance use disorders,Depressive disorders,0.0
13669,Lao People's Democratic Republic,Mental and substance use disorders,Bipolar disorder,0.0
13670,Lao People's Democratic Republic,Mental and substance use disorders,Schizophrenia,0.0
13671,Lao People's Democratic Republic,Mental and substance use disorders,Alcohol use disorders,0.1
13672,Lao People's Democratic Republic,Mental and substance use disorders,Drug use disorders,0.0
13673,Lao People's Democratic Republic,Mental and substance use disorders,Anxiety disorders,0.0
13674,Lao People's Democratic Republic,Mental and substance use disorders,Eating disorders,0.0
13675,Lao People's Democratic Republic,Mental and substance use disorders,Autism and Asperger syndrome,0.0
13676,Lao People's Democratic Republic,Mental and substance use disorders,Childhood behavioural disorders,0.0
13677,Lao People's Democratic Republic,Mental and substance use disorders,Idiopathic intellectual disability,0.0
13678,Lao People's Democratic Republic,Mental and substance use disorders,Other mental and behavioural disorders,0.0
13679,Lao People's Democratic Republic,Noncommunicable diseases,Neurological conditions,0.4
13681,Lao People's Democratic Republic,Neurological conditions,Alzheimer disease and other dementias,0.2
13682,Lao People's Democratic Republic,Neurological conditions,Parkinson disease,0.1
13683,Lao People's Democratic Republic,Neurological conditions,Epilepsy,0.1
13684,Lao People's Democratic Republic,Neurological conditions,Multiple sclerosis,0.0
13685,Lao People's Democratic Republic,Neurological conditions,Migraine,0.0
13686,Lao People's Democratic Republic,Neurological conditions,Non-migraine headache,0.0
13687,Lao People's Democratic Republic,Neurological conditions,Other neurological conditions,0.0
13688,Lao People's Democratic Republic,Noncommunicable diseases,Sense organ diseases,0.0
13690,Lao People's Democratic Republic,Noncommunicable diseases,Cardiovascular diseases,8.2
13692,Lao People's Democratic Republic,Cardiovascular diseases,Rheumatic heart disease,0.2
13693,Lao People's Democratic Republic,Cardiovascular diseases,Hypertensive heart disease,0.7
13694,Lao People's Democratic Republic,Cardiovascular diseases,Ischaemic heart disease,3.1
13695,Lao People's Democratic Republic,Cardiovascular diseases,Stroke,3.9
13696,Lao People's Democratic Republic,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.1
13697,Lao People's Democratic Republic,Cardiovascular diseases,Other circulatory diseases,0.2
13698,Lao People's Democratic Republic,Noncommunicable diseases,Respiratory diseases,2.4
13700,Lao People's Democratic Republic,Respiratory diseases,Chronic obstructive pulmonary disease,1.3
13701,Lao People's Democratic Republic,Respiratory diseases,Asthma,1.1
13702,Lao People's Democratic Republic,Respiratory diseases,Other respiratory diseases,0.0
13703,Lao People's Democratic Republic,Noncommunicable diseases,Digestive diseases,1.9
13705,Lao People's Democratic Republic,Digestive diseases,Peptic ulcer disease,0.7
13706,Lao People's Democratic Republic,Digestive diseases,Cirrhosis of the liver,0.8
13707,Lao People's Democratic Republic,Digestive diseases,Appendicitis,0.0
13708,Lao People's Democratic Republic,Digestive diseases,Gastritis and duodenitis,0.0
13709,Lao People's Democratic Republic,Digestive diseases,Paralytic ileus and intestinal obstruction,0.1
13710,Lao People's Democratic Republic,Digestive diseases,Inflammatory bowel disease,0.0
13711,Lao People's Democratic Republic,Digestive diseases,Gallbladder and biliary diseases,0.1
13712,Lao People's Democratic Republic,Digestive diseases,Pancreatitis,0.0
13713,Lao People's Democratic Republic,Digestive diseases,Other digestive diseases,0.1
13714,Lao People's Democratic Republic,Noncommunicable diseases,Genitourinary diseases,1.3
13716,Lao People's Democratic Republic,Genitourinary diseases,Kidney diseases,1.2
13717,Lao People's Democratic Republic,Genitourinary diseases,Benign prostatic hyperplasia,0.0
13718,Lao People's Democratic Republic,Genitourinary diseases,Urolithiasis,0.0
13719,Lao People's Democratic Republic,Genitourinary diseases,Other urinary diseases,0.1
13720,Lao People's Democratic Republic,Genitourinary diseases,Infertility,0.0
13721,Lao People's Democratic Republic,Genitourinary diseases,Gynecological diseases,0.0
13722,Lao People's Democratic Republic,Noncommunicable diseases,Skin diseases,0.1
13724,Lao People's Democratic Republic,Noncommunicable diseases,Musculoskeletal diseases,0.0
13726,Lao People's Democratic Republic,Musculoskeletal diseases,Rheumatoid arthritis,0.0
13727,Lao People's Democratic Republic,Musculoskeletal diseases,Osteoarthritis,0.0
13728,Lao People's Democratic Republic,Musculoskeletal diseases,Gout,0.0
13729,Lao People's Democratic Republic,Musculoskeletal diseases,Back and neck pain,0.0
13730,Lao People's Democratic Republic,Musculoskeletal diseases,Other musculoskeletal disorders,0.0
13731,Lao People's Democratic Republic,Noncommunicable diseases,Congenital anomalies,0.9
13733,Lao People's Democratic Republic,Congenital anomalies,Neural tube defects,0.2
13734,Lao People's Democratic Republic,Congenital anomalies,Cleft lip and cleft palate,0.0
13735,Lao People's Democratic Republic,Congenital anomalies,Down syndrome,0.0
13736,Lao People's Democratic Republic,Congenital anomalies,Congenital heart anomalies,0.4
13737,Lao People's Democratic Republic,Congenital anomalies,Other chromosomal anomalies,0.0
13738,Lao People's Democratic Republic,Congenital anomalies,Other congenital anomalies,0.3
13739,Lao People's Democratic Republic,Noncommunicable diseases,Oral conditions,0.0
13741,Latvia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.0
13742,Latvia,All Causes,Noncommunicable diseases,28.2
13743,Latvia,All Causes,Injuries,3.5
13746,Latvia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4
13748,Latvia,Infectious and parasitic diseases,Tuberculosis,0.3
13749,Latvia,Infectious and parasitic diseases,STDs excluding HIV,0.0
13750,Latvia,Infectious and parasitic diseases,HIV/AIDS,0.0
13751,Latvia,Infectious and parasitic diseases,Diarrhoeal diseases,0.0
13752,Latvia,Infectious and parasitic diseases,Childhood-cluster diseases,0.0
13753,Latvia,Infectious and parasitic diseases,Meningitis,0.0
13754,Latvia,Infectious and parasitic diseases,Encephalitis,0.0
13755,Latvia,Infectious and parasitic diseases,Hepatitis,0.0
13756,Latvia,Infectious and parasitic diseases,Parasitic and vector diseases,0.0
13757,Latvia,Infectious and parasitic diseases,Intestinal nematode infections,0.0
13758,Latvia,Infectious and parasitic diseases,Leprosy,0.0
13759,Latvia,Infectious and parasitic diseases,Other infectious diseases,0.1
13760,Latvia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
13762,Latvia,Respiratory Infectious ,Lower respiratory infections,0.4
13763,Latvia,Respiratory Infectious ,Upper respiratory infections,0.0
13764,Latvia,Respiratory Infectious ,Otitis media,0.0
13765,Latvia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
13767,Latvia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
13769,Latvia,Neonatal conditions,Preterm birth complications,0.0
13770,Latvia,Neonatal conditions,Birth asphyxia and birth trauma,0.0
13771,Latvia,Neonatal conditions,Neonatal sepsis and infections,0.0
13772,Latvia,Neonatal conditions,Other neonatal conditions,0.0
13773,Latvia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
13775,Latvia,Nutritional deficiencies,Protein-energy malnutrition,0.0
13776,Latvia,Nutritional deficiencies,Iodine deficiency,0.0
13777,Latvia,Nutritional deficiencies,Vitamin A deficiency,0.0
13778,Latvia,Nutritional deficiencies,Iron-deficiency anaemia,0.0
13779,Latvia,Nutritional deficiencies,Other nutritional deficiencies,0.0
13781,Latvia,Noncommunicable diseases,Malignant neoplasms,5.8
13783,Latvia,Malignant neoplasms,Mouth and oropharynx cancers,0.1
13784,Latvia,Malignant neoplasms,Oesophagus cancer,0.1
13785,Latvia,Malignant neoplasms,Stomach cancer,0.6
13786,Latvia,Malignant neoplasms,Colon and rectum cancers,0.7
13787,Latvia,Malignant neoplasms,Liver cancer,0.1
13788,Latvia,Malignant neoplasms,Pancreas cancer,0.3
13789,Latvia,Malignant neoplasms,"Trachea, bronchus, lung cancers",1.1
13790,Latvia,Malignant neoplasms,Melanoma and other skin cancers,0.1
13791,Latvia,Malignant neoplasms,Breast cancer,0.4
13792,Latvia,Malignant neoplasms,Cervix uteri cancer,0.2
13793,Latvia,Malignant neoplasms,Corpus uteri cancer,0.1
13794,Latvia,Malignant neoplasms,Ovary cancer,0.2
13795,Latvia,Malignant neoplasms,Prostate cancer,0.3
13796,Latvia,Malignant neoplasms,Testicular cancer,0.0
13797,Latvia,Malignant neoplasms,Kidney cancer,0.2
13798,Latvia,Malignant neoplasms,Bladder cancer,0.2
13799,Latvia,Malignant neoplasms,Brain and nervous system cancers,0.1
13800,Latvia,Malignant neoplasms,Gallbladder and biliary tract cancer,0.1
13801,Latvia,Malignant neoplasms,Larynx cancer,0.1
13802,Latvia,Malignant neoplasms,Thyroid cancer,0.0
13803,Latvia,Malignant neoplasms,Mesothelioma,0.0
13804,Latvia,Malignant neoplasms,"Lymphomas, multiple myeloma",0.2
13805,Latvia,Malignant neoplasms,Leukaemia,0.2
13806,Latvia,Malignant neoplasms,Other malignant neoplasms,0.2
13807,Latvia,Noncommunicable diseases,Other neoplasms,0.1
13809,Latvia,Noncommunicable diseases,Diabetes mellitus,0.2
13811,Latvia,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
13813,Latvia,"Endocrine, blood, immune disorders",Thalassaemias,0.0
13814,Latvia,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.0
13815,Latvia,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.0
13816,Latvia,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.0
13817,Latvia,Noncommunicable diseases,Mental and substance use disorders,0.5
13819,Latvia,Mental and substance use disorders,Depressive disorders,0.0
13820,Latvia,Mental and substance use disorders,Bipolar disorder,0.0
13821,Latvia,Mental and substance use disorders,Schizophrenia,0.0
13822,Latvia,Mental and substance use disorders,Alcohol use disorders,0.4
13823,Latvia,Mental and substance use disorders,Drug use disorders,0.1
13824,Latvia,Mental and substance use disorders,Anxiety disorders,0.0
13825,Latvia,Mental and substance use disorders,Eating disorders,0.0
13826,Latvia,Mental and substance use disorders,Autism and Asperger syndrome,0.0
13827,Latvia,Mental and substance use disorders,Childhood behavioural disorders,0.0
13828,Latvia,Mental and substance use disorders,Idiopathic intellectual disability,0.0
13829,Latvia,Mental and substance use disorders,Other mental and behavioural disorders,0.0
13830,Latvia,Noncommunicable diseases,Neurological conditions,0.2
13832,Latvia,Neurological conditions,Alzheimer disease and other dementias,0.0
13833,Latvia,Neurological conditions,Parkinson disease,0.0
13834,Latvia,Neurological conditions,Epilepsy,0.1
13835,Latvia,Neurological conditions,Multiple sclerosis,0.0
13836,Latvia,Neurological conditions,Migraine,0.0
13837,Latvia,Neurological conditions,Non-migraine headache,0.0
13838,Latvia,Neurological conditions,Other neurological conditions,0.1
13839,Latvia,Noncommunicable diseases,Sense organ diseases,0.0
13841,Latvia,Noncommunicable diseases,Cardiovascular diseases,19.1
13843,Latvia,Cardiovascular diseases,Rheumatic heart disease,0.1
13844,Latvia,Cardiovascular diseases,Hypertensive heart disease,0.0
13845,Latvia,Cardiovascular diseases,Ischaemic heart disease,10.4
13846,Latvia,Cardiovascular diseases,Stroke,6.9
13847,Latvia,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.6
13848,Latvia,Cardiovascular diseases,Other circulatory diseases,1.0
13849,Latvia,Noncommunicable diseases,Respiratory diseases,0.5
13851,Latvia,Respiratory diseases,Chronic obstructive pulmonary disease,0.3
13852,Latvia,Respiratory diseases,Asthma,0.1
13853,Latvia,Respiratory diseases,Other respiratory diseases,0.1
13854,Latvia,Noncommunicable diseases,Digestive diseases,1.0
13856,Latvia,Digestive diseases,Peptic ulcer disease,0.2
13857,Latvia,Digestive diseases,Cirrhosis of the liver,0.3
13858,Latvia,Digestive diseases,Appendicitis,0.0
13859,Latvia,Digestive diseases,Gastritis and duodenitis,0.0
13860,Latvia,Digestive diseases,Paralytic ileus and intestinal obstruction,0.0
13861,Latvia,Digestive diseases,Inflammatory bowel disease,0.0
13862,Latvia,Digestive diseases,Gallbladder and biliary diseases,0.1
13863,Latvia,Digestive diseases,Pancreatitis,0.1
13864,Latvia,Digestive diseases,Other digestive diseases,0.3
13865,Latvia,Noncommunicable diseases,Genitourinary diseases,0.4
13867,Latvia,Genitourinary diseases,Kidney diseases,0.3
13868,Latvia,Genitourinary diseases,Benign prostatic hyperplasia,0.0
13869,Latvia,Genitourinary diseases,Urolithiasis,0.0
13870,Latvia,Genitourinary diseases,Other urinary diseases,0.1
13871,Latvia,Genitourinary diseases,Infertility,0.0
13872,Latvia,Genitourinary diseases,Gynecological diseases,0.0
13873,Latvia,Noncommunicable diseases,Skin diseases,0.0
13875,Latvia,Noncommunicable diseases,Musculoskeletal diseases,0.1
13877,Latvia,Musculoskeletal diseases,Rheumatoid arthritis,0.0
13878,Latvia,Musculoskeletal diseases,Osteoarthritis,0.0
13879,Latvia,Musculoskeletal diseases,Gout,0.0
13880,Latvia,Musculoskeletal diseases,Back and neck pain,0.0
13881,Latvia,Musculoskeletal diseases,Other musculoskeletal disorders,0.0
13882,Latvia,Noncommunicable diseases,Congenital anomalies,0.2
13884,Latvia,Congenital anomalies,Neural tube defects,0.0
13885,Latvia,Congenital anomalies,Cleft lip and cleft palate,0.0
13886,Latvia,Congenital anomalies,Down syndrome,0.0
13887,Latvia,Congenital anomalies,Congenital heart anomalies,0.1
13888,Latvia,Congenital anomalies,Other chromosomal anomalies,0.0
13889,Latvia,Congenital anomalies,Other congenital anomalies,0.1
13890,Latvia,Noncommunicable diseases,Oral conditions,0.0
13892,Lebanon,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.8
13893,Lebanon,All Causes,Noncommunicable diseases,14.0
13894,Lebanon,All Causes,Injuries,1.5
13897,Lebanon,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.6
13899,Lebanon,Infectious and parasitic diseases,Tuberculosis,0.1
13900,Lebanon,Infectious and parasitic diseases,STDs excluding HIV,0.0
13901,Lebanon,Infectious and parasitic diseases,HIV/AIDS,0.0
13902,Lebanon,Infectious and parasitic diseases,Diarrhoeal diseases,0.1
13903,Lebanon,Infectious and parasitic diseases,Childhood-cluster diseases,0.0
13904,Lebanon,Infectious and parasitic diseases,Meningitis,0.0
13905,Lebanon,Infectious and parasitic diseases,Encephalitis,0.0
13906,Lebanon,Infectious and parasitic diseases,Hepatitis,0.1
13907,Lebanon,Infectious and parasitic diseases,Parasitic and vector diseases,0.0
13908,Lebanon,Infectious and parasitic diseases,Intestinal nematode infections,0.0
13909,Lebanon,Infectious and parasitic diseases,Leprosy,0.0
13910,Lebanon,Infectious and parasitic diseases,Other infectious diseases,0.2
13911,Lebanon,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.6
13913,Lebanon,Respiratory Infectious ,Lower respiratory infections,0.6
13914,Lebanon,Respiratory Infectious ,Upper respiratory infections,0.0
13915,Lebanon,Respiratory Infectious ,Otitis media,0.0
13916,Lebanon,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
13918,Lebanon,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.7
