,Zimbabwe,source,target,value
2696,Lebanon,Injuries,Intentional injuries,0.3
2697,Lesotho,All Causes,"Communicable, maternal, perinatal and nutritional conditions",20.6
2698,Lesotho,All Causes,Noncommunicable diseases,9.0
2699,Lesotho,All Causes,Injuries,2.8
2701,Lesotho,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,15.8
2702,Lesotho,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.3
2703,Lesotho,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.4
2704,Lesotho,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.0
2705,Lesotho,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
2707,Lesotho,Noncommunicable diseases,Malignant neoplasms,0.8
2708,Lesotho,Noncommunicable diseases,Other neoplasms,0.0
2709,Lesotho,Noncommunicable diseases,Diabetes mellitus,0.8
2710,Lesotho,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
2711,Lesotho,Noncommunicable diseases,Mental and substance use disorders,0.1
2712,Lesotho,Noncommunicable diseases,Neurological conditions,0.2
2713,Lesotho,Noncommunicable diseases,Sense organ diseases,0.0
2714,Lesotho,Noncommunicable diseases,Cardiovascular diseases,3.7
2715,Lesotho,Noncommunicable diseases,Respiratory diseases,1.3
2716,Lesotho,Noncommunicable diseases,Digestive diseases,1.0
2717,Lesotho,Noncommunicable diseases,Genitourinary diseases,0.5
2718,Lesotho,Noncommunicable diseases,Skin diseases,0.0
2719,Lesotho,Noncommunicable diseases,Musculoskeletal diseases,0.0
2720,Lesotho,Noncommunicable diseases,Congenital anomalies,0.3
2721,Lesotho,Noncommunicable diseases,Oral conditions,0.0
2722,Lesotho,Noncommunicable diseases,Sudden infant death syndrome,0.0
2724,Lesotho,Injuries,Unintentional injuries,1.3
2725,Lesotho,Injuries,Intentional injuries,1.5
2726,Liberia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",28.6
2727,Liberia,All Causes,Noncommunicable diseases,7.9
2728,Liberia,All Causes,Injuries,2.5
2730,Liberia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,18.6
2731,Liberia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,4.0
2732,Liberia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.7
2733,Liberia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,4.6
2734,Liberia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.7
2736,Liberia,Noncommunicable diseases,Malignant neoplasms,1.3
2737,Liberia,Noncommunicable diseases,Other neoplasms,0.0
2738,Liberia,Noncommunicable diseases,Diabetes mellitus,0.4
2739,Liberia,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
2740,Liberia,Noncommunicable diseases,Mental and substance use disorders,0.0
2741,Liberia,Noncommunicable diseases,Neurological conditions,0.2
2742,Liberia,Noncommunicable diseases,Sense organ diseases,0.0
2743,Liberia,Noncommunicable diseases,Cardiovascular diseases,2.9
2744,Liberia,Noncommunicable diseases,Respiratory diseases,0.4
2745,Liberia,Noncommunicable diseases,Digestive diseases,1.1
2746,Liberia,Noncommunicable diseases,Genitourinary diseases,0.4
2747,Liberia,Noncommunicable diseases,Skin diseases,0.0
2748,Liberia,Noncommunicable diseases,Musculoskeletal diseases,0.0
2749,Liberia,Noncommunicable diseases,Congenital anomalies,0.6
2750,Liberia,Noncommunicable diseases,Oral conditions,0.0
2751,Liberia,Noncommunicable diseases,Sudden infant death syndrome,0.1
2753,Liberia,Injuries,Unintentional injuries,1.8
2754,Liberia,Injuries,Intentional injuries,0.7
2755,Libya,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.2
2756,Libya,All Causes,Noncommunicable diseases,13.6
2757,Libya,All Causes,Injuries,2.5
2759,Libya,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.8
2760,Libya,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.8
2761,Libya,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
2762,Libya,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.5
2763,Libya,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
2765,Libya,Noncommunicable diseases,Malignant neoplasms,2.3
2766,Libya,Noncommunicable diseases,Other neoplasms,0.0
2767,Libya,Noncommunicable diseases,Diabetes mellitus,0.4
2768,Libya,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
2769,Libya,Noncommunicable diseases,Mental and substance use disorders,0.3
2770,Libya,Noncommunicable diseases,Neurological conditions,0.6
2771,Libya,Noncommunicable diseases,Sense organ diseases,0.0
2772,Libya,Noncommunicable diseases,Cardiovascular diseases,7.0
2773,Libya,Noncommunicable diseases,Respiratory diseases,0.7
2774,Libya,Noncommunicable diseases,Digestive diseases,0.8
2775,Libya,Noncommunicable diseases,Genitourinary diseases,0.7
2776,Libya,Noncommunicable diseases,Skin diseases,0.0
2777,Libya,Noncommunicable diseases,Musculoskeletal diseases,0.0
2778,Libya,Noncommunicable diseases,Congenital anomalies,0.8
2779,Libya,Noncommunicable diseases,Oral conditions,0.0
2780,Libya,Noncommunicable diseases,Sudden infant death syndrome,0.0
2782,Libya,Injuries,Unintentional injuries,2.0
2783,Libya,Injuries,Intentional injuries,0.5
2784,Lithuania,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.1
2785,Lithuania,All Causes,Noncommunicable diseases,33.0
2786,Lithuania,All Causes,Injuries,4.7
2788,Lithuania,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.6
2789,Lithuania,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
2790,Lithuania,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2791,Lithuania,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
2792,Lithuania,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
2794,Lithuania,Noncommunicable diseases,Malignant neoplasms,7.8
2795,Lithuania,Noncommunicable diseases,Other neoplasms,0.1
2796,Lithuania,Noncommunicable diseases,Diabetes mellitus,0.2
2797,Lithuania,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
2798,Lithuania,Noncommunicable diseases,Mental and substance use disorders,0.5
2799,Lithuania,Noncommunicable diseases,Neurological conditions,0.3
2800,Lithuania,Noncommunicable diseases,Sense organ diseases,0.0
2801,Lithuania,Noncommunicable diseases,Cardiovascular diseases,20.8
2802,Lithuania,Noncommunicable diseases,Respiratory diseases,1.2
2803,Lithuania,Noncommunicable diseases,Digestive diseases,1.3
2804,Lithuania,Noncommunicable diseases,Genitourinary diseases,0.4
2805,Lithuania,Noncommunicable diseases,Skin diseases,0.0
2806,Lithuania,Noncommunicable diseases,Musculoskeletal diseases,0.1
2807,Lithuania,Noncommunicable diseases,Congenital anomalies,0.2
2808,Lithuania,Noncommunicable diseases,Oral conditions,0.0
2809,Lithuania,Noncommunicable diseases,Sudden infant death syndrome,0.0
2811,Lithuania,Injuries,Unintentional injuries,2.6
2812,Lithuania,Injuries,Intentional injuries,2.1
2813,Luxembourg,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.2
2814,Luxembourg,All Causes,Noncommunicable diseases,3.2
2815,Luxembourg,All Causes,Injuries,0.3
2817,Luxembourg,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.0
2818,Luxembourg,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
2819,Luxembourg,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2820,Luxembourg,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
2821,Luxembourg,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
2823,Luxembourg,Noncommunicable diseases,Malignant neoplasms,1.0
2824,Luxembourg,Noncommunicable diseases,Other neoplasms,0.0
2825,Luxembourg,Noncommunicable diseases,Diabetes mellitus,0.0
2826,Luxembourg,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
2827,Luxembourg,Noncommunicable diseases,Mental and substance use disorders,0.0
2828,Luxembourg,Noncommunicable diseases,Neurological conditions,0.2
2829,Luxembourg,Noncommunicable diseases,Sense organ diseases,0.0
2830,Luxembourg,Noncommunicable diseases,Cardiovascular diseases,1.4
2831,Luxembourg,Noncommunicable diseases,Respiratory diseases,0.3
2832,Luxembourg,Noncommunicable diseases,Digestive diseases,0.2
2833,Luxembourg,Noncommunicable diseases,Genitourinary diseases,0.0
2834,Luxembourg,Noncommunicable diseases,Skin diseases,0.0
2835,Luxembourg,Noncommunicable diseases,Musculoskeletal diseases,0.0
2836,Luxembourg,Noncommunicable diseases,Congenital anomalies,0.0
2837,Luxembourg,Noncommunicable diseases,Oral conditions,0.0
2838,Luxembourg,Noncommunicable diseases,Sudden infant death syndrome,0.0
2840,Luxembourg,Injuries,Unintentional injuries,0.2
2841,Luxembourg,Injuries,Intentional injuries,0.1
2842,Madagascar,All Causes,"Communicable, maternal, perinatal and nutritional conditions",95.7
2843,Madagascar,All Causes,Noncommunicable diseases,49.4
2844,Madagascar,All Causes,Injuries,12.3
2846,Madagascar,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,45.7
2847,Madagascar,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,22.1
2848,Madagascar,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2.9
2849,Madagascar,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,17.7
2850,Madagascar,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,7.3
2852,Madagascar,Noncommunicable diseases,Malignant neoplasms,7.3
2853,Madagascar,Noncommunicable diseases,Other neoplasms,0.0
2854,Madagascar,Noncommunicable diseases,Diabetes mellitus,1.8
2855,Madagascar,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.4
2856,Madagascar,Noncommunicable diseases,Mental and substance use disorders,0.1
2857,Madagascar,Noncommunicable diseases,Neurological conditions,1.0
2858,Madagascar,Noncommunicable diseases,Sense organ diseases,0.0
2859,Madagascar,Noncommunicable diseases,Cardiovascular diseases,23.8
2860,Madagascar,Noncommunicable diseases,Respiratory diseases,5.2
2861,Madagascar,Noncommunicable diseases,Digestive diseases,4.8
2862,Madagascar,Noncommunicable diseases,Genitourinary diseases,1.7
2863,Madagascar,Noncommunicable diseases,Skin diseases,0.1
2864,Madagascar,Noncommunicable diseases,Musculoskeletal diseases,0.1
2865,Madagascar,Noncommunicable diseases,Congenital anomalies,2.8
2866,Madagascar,Noncommunicable diseases,Oral conditions,0.0
2867,Madagascar,Noncommunicable diseases,Sudden infant death syndrome,0.3
2869,Madagascar,Injuries,Unintentional injuries,9.9
2870,Madagascar,Injuries,Intentional injuries,2.5
2871,Malawi,All Causes,"Communicable, maternal, perinatal and nutritional conditions",150.9
2872,Malawi,All Causes,Noncommunicable diseases,44.0
2873,Malawi,All Causes,Injuries,9.5
2875,Malawi,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,110.9
2876,Malawi,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,16.1
2877,Malawi,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,4.2
2878,Malawi,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,16.6
2879,Malawi,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,3.3
2881,Malawi,Noncommunicable diseases,Malignant neoplasms,10.1
2882,Malawi,Noncommunicable diseases,Other neoplasms,0.0
2883,Malawi,Noncommunicable diseases,Diabetes mellitus,2.6
2884,Malawi,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
2885,Malawi,Noncommunicable diseases,Mental and substance use disorders,0.2
2886,Malawi,Noncommunicable diseases,Neurological conditions,1.1
2887,Malawi,Noncommunicable diseases,Sense organ diseases,0.0
2888,Malawi,Noncommunicable diseases,Cardiovascular diseases,15.7
2889,Malawi,Noncommunicable diseases,Respiratory diseases,2.7
2890,Malawi,Noncommunicable diseases,Digestive diseases,6.6
2891,Malawi,Noncommunicable diseases,Genitourinary diseases,2.1
2892,Malawi,Noncommunicable diseases,Skin diseases,0.1
2893,Malawi,Noncommunicable diseases,Musculoskeletal diseases,0.1
2894,Malawi,Noncommunicable diseases,Congenital anomalies,2.4
2895,Malawi,Noncommunicable diseases,Oral conditions,0.0
2896,Malawi,Noncommunicable diseases,Sudden infant death syndrome,0.2
2898,Malawi,Injuries,Unintentional injuries,7.5
2899,Malawi,Injuries,Intentional injuries,2.0
2900,Malaysia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",15.8
2901,Malaysia,All Causes,Noncommunicable diseases,74.9
2902,Malaysia,All Causes,Injuries,11.7
2904,Malaysia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.9
2905,Malaysia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,6.5
2906,Malaysia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2
2907,Malaysia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.9
2908,Malaysia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
2910,Malaysia,Noncommunicable diseases,Malignant neoplasms,13.9
2911,Malaysia,Noncommunicable diseases,Other neoplasms,0.1
2912,Malaysia,Noncommunicable diseases,Diabetes mellitus,3.4
2913,Malaysia,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.4
2914,Malaysia,Noncommunicable diseases,Mental and substance use disorders,0.4
2915,Malaysia,Noncommunicable diseases,Neurological conditions,2.1
2916,Malaysia,Noncommunicable diseases,Sense organ diseases,0.0
2917,Malaysia,Noncommunicable diseases,Cardiovascular diseases,35.7
2918,Malaysia,Noncommunicable diseases,Respiratory diseases,6.7
2919,Malaysia,Noncommunicable diseases,Digestive diseases,6.1
2920,Malaysia,Noncommunicable diseases,Genitourinary diseases,4.0
2921,Malaysia,Noncommunicable diseases,Skin diseases,0.4
2922,Malaysia,Noncommunicable diseases,Musculoskeletal diseases,0.2
2923,Malaysia,Noncommunicable diseases,Congenital anomalies,1.6
2924,Malaysia,Noncommunicable diseases,Oral conditions,0.0
2925,Malaysia,Noncommunicable diseases,Sudden infant death syndrome,0.1
2927,Malaysia,Injuries,Unintentional injuries,9.9
2928,Malaysia,Injuries,Intentional injuries,1.8
2929,Maldives,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.3
2930,Maldives,All Causes,Noncommunicable diseases,0.9
2931,Maldives,All Causes,Injuries,0.1
2933,Maldives,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1
2934,Maldives,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
2935,Maldives,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2936,Maldives,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
2937,Maldives,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
2939,Maldives,Noncommunicable diseases,Malignant neoplasms,0.2
2940,Maldives,Noncommunicable diseases,Other neoplasms,0.0
2941,Maldives,Noncommunicable diseases,Diabetes mellitus,0.0
2942,Maldives,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
2943,Maldives,Noncommunicable diseases,Mental and substance use disorders,0.0
2944,Maldives,Noncommunicable diseases,Neurological conditions,0.0
2945,Maldives,Noncommunicable diseases,Sense organ diseases,0.0
2946,Maldives,Noncommunicable diseases,Cardiovascular diseases,0.4
2947,Maldives,Noncommunicable diseases,Respiratory diseases,0.1
2948,Maldives,Noncommunicable diseases,Digestive diseases,0.0
2949,Maldives,Noncommunicable diseases,Genitourinary diseases,0.1
2950,Maldives,Noncommunicable diseases,Skin diseases,0.0
2951,Maldives,Noncommunicable diseases,Musculoskeletal diseases,0.0
2952,Maldives,Noncommunicable diseases,Congenital anomalies,0.0
2953,Maldives,Noncommunicable diseases,Oral conditions,0.0
2954,Maldives,Noncommunicable diseases,Sudden infant death syndrome,0.0
2956,Maldives,Injuries,Unintentional injuries,0.1
2957,Maldives,Injuries,Intentional injuries,0.0
2958,Mali,All Causes,"Communicable, maternal, perinatal and nutritional conditions",114.7
2959,Mali,All Causes,Noncommunicable diseases,35.9
2960,Mali,All Causes,Injuries,11.2
2962,Mali,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,65.5
2963,Mali,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,18.5
2964,Mali,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,3.1
2965,Mali,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,22.1
2966,Mali,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,5.5
2968,Mali,Noncommunicable diseases,Malignant neoplasms,6.4
2969,Mali,Noncommunicable diseases,Other neoplasms,0.0
2970,Mali,Noncommunicable diseases,Diabetes mellitus,1.6
2971,Mali,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.4
2972,Mali,Noncommunicable diseases,Mental and substance use disorders,0.1
2973,Mali,Noncommunicable diseases,Neurological conditions,1.1
2974,Mali,Noncommunicable diseases,Sense organ diseases,0.0
2975,Mali,Noncommunicable diseases,Cardiovascular diseases,12.0
2976,Mali,Noncommunicable diseases,Respiratory diseases,3.0
2977,Mali,Noncommunicable diseases,Digestive diseases,4.6
2978,Mali,Noncommunicable diseases,Genitourinary diseases,1.9
2979,Mali,Noncommunicable diseases,Skin diseases,0.1
2980,Mali,Noncommunicable diseases,Musculoskeletal diseases,0.0
2981,Mali,Noncommunicable diseases,Congenital anomalies,3.4
2982,Mali,Noncommunicable diseases,Oral conditions,0.0
2983,Mali,Noncommunicable diseases,Sudden infant death syndrome,0.2
2985,Mali,Injuries,Unintentional injuries,7.1
2986,Mali,Injuries,Intentional injuries,4.1
2987,Malta,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.3
2988,Malta,All Causes,Noncommunicable diseases,2.8
2989,Malta,All Causes,Injuries,0.1
2991,Malta,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.0
2992,Malta,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.2
2993,Malta,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2994,Malta,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
2995,Malta,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
2997,Malta,Noncommunicable diseases,Malignant neoplasms,0.7
2998,Malta,Noncommunicable diseases,Other neoplasms,0.0
2999,Malta,Noncommunicable diseases,Diabetes mellitus,0.1
3000,Malta,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
3001,Malta,Noncommunicable diseases,Mental and substance use disorders,0.0
3002,Malta,Noncommunicable diseases,Neurological conditions,0.1
3003,Malta,Noncommunicable diseases,Sense organ diseases,0.0
3004,Malta,Noncommunicable diseases,Cardiovascular diseases,1.4
3005,Malta,Noncommunicable diseases,Respiratory diseases,0.2
3006,Malta,Noncommunicable diseases,Digestive diseases,0.1
3007,Malta,Noncommunicable diseases,Genitourinary diseases,0.1
3008,Malta,Noncommunicable diseases,Skin diseases,0.1
3009,Malta,Noncommunicable diseases,Musculoskeletal diseases,0.0
3010,Malta,Noncommunicable diseases,Congenital anomalies,0.0
3011,Malta,Noncommunicable diseases,Oral conditions,0.0
3012,Malta,Noncommunicable diseases,Sudden infant death syndrome,0.0
3014,Malta,Injuries,Unintentional injuries,0.1
3015,Malta,Injuries,Intentional injuries,0.0
3016,Mauritania,All Causes,"Communicable, maternal, perinatal and nutritional conditions",14.8
3017,Mauritania,All Causes,Noncommunicable diseases,6.2
3018,Mauritania,All Causes,Injuries,1.8
3020,Mauritania,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.1
3021,Mauritania,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.8
3022,Mauritania,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.6
3023,Mauritania,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.7
3024,Mauritania,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.6
3026,Mauritania,Noncommunicable diseases,Malignant neoplasms,1.1
3027,Mauritania,Noncommunicable diseases,Other neoplasms,0.0
3028,Mauritania,Noncommunicable diseases,Diabetes mellitus,0.3
3029,Mauritania,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
3030,Mauritania,Noncommunicable diseases,Mental and substance use disorders,0.0
3031,Mauritania,Noncommunicable diseases,Neurological conditions,0.2
3032,Mauritania,Noncommunicable diseases,Sense organ diseases,0.0
3033,Mauritania,Noncommunicable diseases,Cardiovascular diseases,2.3
3034,Mauritania,Noncommunicable diseases,Respiratory diseases,0.3
3035,Mauritania,Noncommunicable diseases,Digestive diseases,0.8
3036,Mauritania,Noncommunicable diseases,Genitourinary diseases,0.4
3037,Mauritania,Noncommunicable diseases,Skin diseases,0.0
3038,Mauritania,Noncommunicable diseases,Musculoskeletal diseases,0.0
3039,Mauritania,Noncommunicable diseases,Congenital anomalies,0.4
3040,Mauritania,Noncommunicable diseases,Oral conditions,0.0
3041,Mauritania,Noncommunicable diseases,Sudden infant death syndrome,0.0
3043,Mauritania,Injuries,Unintentional injuries,1.3
3044,Mauritania,Injuries,Intentional injuries,0.5
3045,Mauritius,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.6
3046,Mauritius,All Causes,Noncommunicable diseases,6.7
3047,Mauritius,All Causes,Injuries,0.5
3049,Mauritius,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1
3050,Mauritius,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.3
3051,Mauritius,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
3052,Mauritius,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
3053,Mauritius,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
3055,Mauritius,Noncommunicable diseases,Malignant neoplasms,0.8
3056,Mauritius,Noncommunicable diseases,Other neoplasms,0.0
3057,Mauritius,Noncommunicable diseases,Diabetes mellitus,1.1
3058,Mauritius,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
3059,Mauritius,Noncommunicable diseases,Mental and substance use disorders,0.0
3060,Mauritius,Noncommunicable diseases,Neurological conditions,0.1
3061,Mauritius,Noncommunicable diseases,Sense organ diseases,0.0
3062,Mauritius,Noncommunicable diseases,Cardiovascular diseases,2.5
3063,Mauritius,Noncommunicable diseases,Respiratory diseases,0.7
3064,Mauritius,Noncommunicable diseases,Digestive diseases,0.5
3065,Mauritius,Noncommunicable diseases,Genitourinary diseases,0.9
3066,Mauritius,Noncommunicable diseases,Skin diseases,0.0
3067,Mauritius,Noncommunicable diseases,Musculoskeletal diseases,0.0
3068,Mauritius,Noncommunicable diseases,Congenital anomalies,0.1
3069,Mauritius,Noncommunicable diseases,Oral conditions,0.0
3070,Mauritius,Noncommunicable diseases,Sudden infant death syndrome,0.0
3072,Mauritius,Injuries,Unintentional injuries,0.3
3073,Mauritius,Injuries,Intentional injuries,0.2
3074,Mexico,All Causes,"Communicable, maternal, perinatal and nutritional conditions",82.0
3075,Mexico,All Causes,Noncommunicable diseases,321.5
3076,Mexico,All Causes,Injuries,54.7
3078,Mexico,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,21.4
3079,Mexico,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,20.9
3080,Mexico,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.3
3081,Mexico,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,25.6
3082,Mexico,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,12.9
3084,Mexico,Noncommunicable diseases,Malignant neoplasms,56.3
3085,Mexico,Noncommunicable diseases,Other neoplasms,2.7
3086,Mexico,Noncommunicable diseases,Diabetes mellitus,37.6
3087,Mexico,Noncommunicable diseases,"Endocrine, blood, immune disorders",5.3
3088,Mexico,Noncommunicable diseases,Mental and substance use disorders,5.2
3089,Mexico,Noncommunicable diseases,Neurological conditions,6.8
3090,Mexico,Noncommunicable diseases,Sense organ diseases,0.0
3091,Mexico,Noncommunicable diseases,Cardiovascular diseases,97.1
3092,Mexico,Noncommunicable diseases,Respiratory diseases,26.4
3093,Mexico,Noncommunicable diseases,Digestive diseases,42.9
3094,Mexico,Noncommunicable diseases,Genitourinary diseases,22.2
3095,Mexico,Noncommunicable diseases,Skin diseases,1.0
3096,Mexico,Noncommunicable diseases,Musculoskeletal diseases,2.8
3097,Mexico,Noncommunicable diseases,Congenital anomalies,14.7
3098,Mexico,Noncommunicable diseases,Oral conditions,0.1
3099,Mexico,Noncommunicable diseases,Sudden infant death syndrome,0.3
3101,Mexico,Injuries,Unintentional injuries,39.8
3102,Mexico,Injuries,Intentional injuries,14.9
3103,Micronesia (Federated States of),All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.2
3104,Micronesia (Federated States of),All Causes,Noncommunicable diseases,0.6
3105,Micronesia (Federated States of),All Causes,Injuries,0.1
3107,Micronesia (Federated States of),"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1
3108,Micronesia (Federated States of),"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
3109,Micronesia (Federated States of),"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
3110,Micronesia (Federated States of),"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
3111,Micronesia (Federated States of),"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
3113,Micronesia (Federated States of),Noncommunicable diseases,Malignant neoplasms,0.1
3114,Micronesia (Federated States of),Noncommunicable diseases,Other neoplasms,0.0
3115,Micronesia (Federated States of),Noncommunicable diseases,Diabetes mellitus,0.1
3116,Micronesia (Federated States of),Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
3117,Micronesia (Federated States of),Noncommunicable diseases,Mental and substance use disorders,0.0
3118,Micronesia (Federated States of),Noncommunicable diseases,Neurological conditions,0.0
3119,Micronesia (Federated States of),Noncommunicable diseases,Sense organ diseases,0.0
3120,Micronesia (Federated States of),Noncommunicable diseases,Cardiovascular diseases,0.3
3121,Micronesia (Federated States of),Noncommunicable diseases,Respiratory diseases,0.1
3122,Micronesia (Federated States of),Noncommunicable diseases,Digestive diseases,0.0
3123,Micronesia (Federated States of),Noncommunicable diseases,Genitourinary diseases,0.0
3124,Micronesia (Federated States of),Noncommunicable diseases,Skin diseases,0.0
3125,Micronesia (Federated States of),Noncommunicable diseases,Musculoskeletal diseases,0.0
3126,Micronesia (Federated States of),Noncommunicable diseases,Congenital anomalies,0.0
3127,Micronesia (Federated States of),Noncommunicable diseases,Oral conditions,0.0
3128,Micronesia (Federated States of),Noncommunicable diseases,Sudden infant death syndrome,0.0
3130,Micronesia (Federated States of),Injuries,Unintentional injuries,0.1
3131,Micronesia (Federated States of),Injuries,Intentional injuries,0.0
3132,Mongolia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.4
3133,Mongolia,All Causes,Noncommunicable diseases,15.0
3134,Mongolia,All Causes,Injuries,2.5
3136,Mongolia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.3
3137,Mongolia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.0
3138,Mongolia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
