,Country,Year,source,target,value,real deaths
995,Cyprus,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.32258064516129037,0.1
999,Cyprus,2015,Noncommunicable diseases,Malignant neoplasms,4.838709677419355,1.5
1000,Cyprus,2015,Noncommunicable diseases,Other neoplasms,0.32258064516129037,0.1
1001,Cyprus,2015,Noncommunicable diseases,Diabetes mellitus,1.2903225806451615,0.4
1002,Cyprus,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.32258064516129037,0.1
1004,Cyprus,2015,Noncommunicable diseases,Neurological conditions,1.2903225806451615,0.4
1005,Cyprus,2015,Noncommunicable diseases,Cardiovascular diseases,7.419354838709677,2.3
1006,Cyprus,2015,Noncommunicable diseases,Respiratory diseases,1.935483870967742,0.6
1007,Cyprus,2015,Noncommunicable diseases,Digestive diseases,0.6451612903225807,0.2
1013,Cyprus,2015,Injuries,Unintentional injuries,0.6451612903225807,0.2
1014,Cyprus,2015,Injuries,Intentional injuries,0.32258064516129037,0.1
1015,Czechia,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.0196779964221825,5.7
1016,Czechia,2015,All Causes,Noncommunicable diseases,17.978533094812164,100.5
1017,Czechia,2015,All Causes,Injuries,1.0017889087656529,5.6
1018,Czechia,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.3811252268602542,2.1
1019,Czechia,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.5807622504537207,3.2
1021,Czechia,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.03629764065335754,0.2
1022,Czechia,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.054446460980036304,0.3
1023,Czechia,2015,Noncommunicable diseases,Malignant neoplasms,4.954627949183304,27.3
1024,Czechia,2015,Noncommunicable diseases,Other neoplasms,0.10889292196007261,0.6
1025,Czechia,2015,Noncommunicable diseases,Diabetes mellitus,0.6352087114337569,3.5
1026,Czechia,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.12704174228675139,0.7
1027,Czechia,2015,Noncommunicable diseases,Mental and substance use disorders,0.09074410163339384,0.5
1028,Czechia,2015,Noncommunicable diseases,Neurological conditions,0.7985480943738659,4.4
1030,Czechia,2015,Noncommunicable diseases,Cardiovascular diseases,9.310344827586208,51.3
1031,Czechia,2015,Noncommunicable diseases,Respiratory diseases,0.9255898366606171,5.1
1032,Czechia,2015,Noncommunicable diseases,Digestive diseases,0.8711433756805809,4.8
1033,Czechia,2015,Noncommunicable diseases,Skin diseases,0.03629764065335754,0.2
1034,Czechia,2015,Noncommunicable diseases,Musculoskeletal diseases,0.03629764065335754,0.2
1035,Czechia,2015,Noncommunicable diseases,Congenital anomalies,0.03629764065335754,0.2
1038,Czechia,2015,Injuries,Unintentional injuries,0.7441016333938295,4.1
1039,Czechia,2015,Injuries,Intentional injuries,0.2722323049001815,1.5
1040,Democratic People's Republic of Korea,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.079625292740047,22.2
1041,Democratic People's Republic of Korea,2015,All Causes,Noncommunicable diseases,16.430913348946138,175.4
1042,Democratic People's Republic of Korea,2015,All Causes,Injuries,1.4894613583138174,15.9
1043,Democratic People's Republic of Korea,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.17816091954023,12.3
1044,Democratic People's Republic of Korea,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.5842911877394635,6.1
1045,Democratic People's Republic of Korea,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.028735632183908046,0.3
1046,Democratic People's Republic of Korea,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.28735632183908044,3.0
1047,Democratic People's Republic of Korea,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.03831417624521073,0.4
1048,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Malignant neoplasms,3.256704980842912,34.0
1050,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Diabetes mellitus,0.3544061302681993,3.7
1051,Democratic People's Republic of Korea,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.04789272030651341,0.5
1052,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Mental and substance use disorders,0.05747126436781609,0.6
1053,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Neurological conditions,0.48850574712643674,5.1
1054,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Cardiovascular diseases,8.544061302681992,89.2
1055,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Respiratory diseases,2.6436781609195403,27.6
1056,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Digestive diseases,0.8045977011494253,8.4
1058,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Musculoskeletal diseases,0.03831417624521073,0.4
1059,Democratic People's Republic of Korea,2015,Noncommunicable diseases,Congenital anomalies,0.11494252873563218,1.2
1061,Democratic People's Republic of Korea,2015,Injuries,Unintentional injuries,1.1590038314176245,12.1
1062,Democratic People's Republic of Korea,2015,Injuries,Intentional injuries,0.36398467432950193,3.8
1063,Democratic Republic of the Congo,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",12.035844301316157,429.8
1064,Democratic Republic of the Congo,2015,All Causes,Noncommunicable diseases,6.211145337440493,221.8
1065,Democratic Republic of the Congo,2015,All Causes,Injuries,1.7530103612433492,62.6
1066,Democratic Republic of the Congo,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.6600397614314115,234.5
1067,Democratic Republic of the Congo,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.31752343084351,81.6
1068,Democratic Republic of the Congo,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3152513490485657,11.1
1069,Democratic Republic of the Congo,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.5504118148253334,89.8
1070,Democratic Republic of the Congo,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.36353308719113886,12.8
1071,Democratic Republic of the Congo,2015,Noncommunicable diseases,Malignant neoplasms,0.9343936381709741,32.9
1073,Democratic Republic of the Congo,2015,Noncommunicable diseases,Diabetes mellitus,0.3180914512922465,11.2
1074,Democratic Republic of the Congo,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.20448736154501562,7.2
1075,Democratic Republic of the Congo,2015,Noncommunicable diseases,Mental and substance use disorders,0.031241124680488497,1.1
1076,Democratic Republic of the Congo,2015,Noncommunicable diseases,Neurological conditions,0.19028685032661175,6.7
1077,Democratic Republic of the Congo,2015,Noncommunicable diseases,Cardiovascular diseases,2.46236864527123,86.7
1078,Democratic Republic of the Congo,2015,Noncommunicable diseases,Respiratory diseases,0.5822209599545584,20.5
1079,Democratic Republic of the Congo,2015,Noncommunicable diseases,Digestive diseases,0.7043453564328316,24.8
1082,Democratic Republic of the Congo,2015,Noncommunicable diseases,Congenital anomalies,0.49985799488781596,17.6
1083,Democratic Republic of the Congo,2015,Noncommunicable diseases,Sudden infant death syndrome,0.051121840386253906,1.8
1084,Democratic Republic of the Congo,2015,Injuries,Unintentional injuries,1.3064470320931554,46.0
1085,Democratic Republic of the Congo,2015,Injuries,Intentional injuries,0.47145697245100826,16.6
1086,Denmark,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.2619502868068835,3.3
1087,Denmark,2015,All Causes,Noncommunicable diseases,18.049713193116638,47.2
1088,Denmark,2015,All Causes,Injuries,0.6883365200764819,1.8
1089,Denmark,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4296874999999999,1.1
1090,Denmark,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7812499999999998,2.0
1092,Denmark,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.07812499999999999,0.2
1093,Denmark,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.03906249999999999,0.1
1094,Denmark,2015,Noncommunicable diseases,Malignant neoplasms,6.484374999999999,16.6
1095,Denmark,2015,Noncommunicable diseases,Other neoplasms,0.11718749999999996,0.3
1096,Denmark,2015,Noncommunicable diseases,Diabetes mellitus,0.46874999999999983,1.2
1097,Denmark,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.23437499999999992,0.6
1098,Denmark,2015,Noncommunicable diseases,Mental and substance use disorders,0.4296874999999999,1.1
1099,Denmark,2015,Noncommunicable diseases,Neurological conditions,2.0703124999999996,5.3
1101,Denmark,2015,Noncommunicable diseases,Cardiovascular diseases,5.234374999999998,13.4
1102,Denmark,2015,Noncommunicable diseases,Respiratory diseases,1.8359374999999996,4.7
1103,Denmark,2015,Noncommunicable diseases,Digestive diseases,0.8593749999999998,2.2
1104,Denmark,2015,Noncommunicable diseases,Skin diseases,0.03906249999999999,0.1
1105,Denmark,2015,Noncommunicable diseases,Musculoskeletal diseases,0.15624999999999997,0.4
1106,Denmark,2015,Noncommunicable diseases,Congenital anomalies,0.03906249999999999,0.1
1109,Denmark,2015,Injuries,Unintentional injuries,0.4296874999999999,1.1
1110,Denmark,2015,Injuries,Intentional injuries,0.2734374999999999,0.7
1111,Djibouti,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",8.732394366197182,3.1
1112,Djibouti,2015,All Causes,Noncommunicable diseases,9.295774647887322,3.3
1113,Djibouti,2015,All Causes,Injuries,1.9718309859154928,0.7
1114,Djibouti,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.848484848484848,1.6
1115,Djibouti,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.818181818181818,0.6
1117,Djibouti,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.818181818181818,0.6
1118,Djibouti,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.606060606060606,0.2
1119,Djibouti,2015,Noncommunicable diseases,Malignant neoplasms,1.212121212121212,0.4
1121,Djibouti,2015,Noncommunicable diseases,Diabetes mellitus,0.606060606060606,0.2
1124,Djibouti,2015,Noncommunicable diseases,Neurological conditions,0.303030303030303,0.1
1125,Djibouti,2015,Noncommunicable diseases,Cardiovascular diseases,4.545454545454545,1.5
1126,Djibouti,2015,Noncommunicable diseases,Respiratory diseases,0.606060606060606,0.2
1127,Djibouti,2015,Noncommunicable diseases,Digestive diseases,1.212121212121212,0.4
1130,Djibouti,2015,Noncommunicable diseases,Congenital anomalies,0.303030303030303,0.1
1132,Djibouti,2015,Injuries,Unintentional injuries,1.515151515151515,0.5
1133,Djibouti,2015,Injuries,Intentional injuries,0.606060606060606,0.2
1134,Dominican Republic,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.0969609261939217,10.7
1135,Dominican Republic,2015,All Causes,Noncommunicable diseases,14.529667149059334,50.2
1136,Dominican Republic,2015,All Causes,Injuries,2.3733719247467437,8.2
1137,Dominican Republic,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.2593703148425788,4.2
1138,Dominican Republic,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7496251874062969,2.5
1139,Dominican Republic,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.059970014992503755,0.2
1140,Dominican Republic,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.0494752623688157,3.5
1141,Dominican Republic,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.11994002998500751,0.4
1142,Dominican Republic,2015,Noncommunicable diseases,Malignant neoplasms,2.938530734632684,9.8
1144,Dominican Republic,2015,Noncommunicable diseases,Diabetes mellitus,0.8095952023988007,2.7
1145,Dominican Republic,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.14992503748125938,0.5
1146,Dominican Republic,2015,Noncommunicable diseases,Mental and substance use disorders,0.08995502248875563,0.3
1147,Dominican Republic,2015,Noncommunicable diseases,Neurological conditions,0.6596701649175413,2.2
1148,Dominican Republic,2015,Noncommunicable diseases,Cardiovascular diseases,7.706146926536732,25.7
1149,Dominican Republic,2015,Noncommunicable diseases,Respiratory diseases,0.5697151424287856,1.9
1150,Dominican Republic,2015,Noncommunicable diseases,Digestive diseases,0.9895052473763118,3.3
1152,Dominican Republic,2015,Noncommunicable diseases,Musculoskeletal diseases,0.059970014992503755,0.2
1153,Dominican Republic,2015,Noncommunicable diseases,Congenital anomalies,0.32983508245877063,1.1
1155,Dominican Republic,2015,Injuries,Unintentional injuries,1.6491754122938531,5.5
1156,Dominican Republic,2015,Injuries,Intentional injuries,0.8095952023988007,2.7
1157,Ecuador,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.683870967741935,10.4
1158,Ecuador,2015,All Causes,Noncommunicable diseases,14.761290322580642,57.2
1159,Ecuador,2015,All Causes,Injuries,2.5548387096774188,9.9
1160,Ecuador,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7832167832167832,2.8
1161,Ecuador,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.3706293706293708,4.9
1162,Ecuador,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.05594405594405595,0.2
1163,Ecuador,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.5314685314685315,1.9
1164,Ecuador,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1958041958041958,0.7
1165,Ecuador,2015,Noncommunicable diseases,Malignant neoplasms,3.8601398601398604,13.8
1166,Ecuador,2015,Noncommunicable diseases,Other neoplasms,0.027972027972027975,0.1
1167,Ecuador,2015,Noncommunicable diseases,Diabetes mellitus,1.1468531468531469,4.1
1168,Ecuador,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.13986013986013987,0.5
1169,Ecuador,2015,Noncommunicable diseases,Mental and substance use disorders,0.13986013986013987,0.5
1170,Ecuador,2015,Noncommunicable diseases,Neurological conditions,0.9230769230769231,3.3
1171,Ecuador,2015,Noncommunicable diseases,Cardiovascular diseases,5.034965034965035,18.0
1172,Ecuador,2015,Noncommunicable diseases,Respiratory diseases,0.9230769230769231,3.3
1173,Ecuador,2015,Noncommunicable diseases,Digestive diseases,1.5944055944055946,5.7
1174,Ecuador,2015,Noncommunicable diseases,Skin diseases,0.027972027972027975,0.1
1175,Ecuador,2015,Noncommunicable diseases,Musculoskeletal diseases,0.08391608391608392,0.3
1176,Ecuador,2015,Noncommunicable diseases,Congenital anomalies,0.3916083916083916,1.4
1178,Ecuador,2015,Injuries,Unintentional injuries,1.9580419580419581,7.0
1179,Ecuador,2015,Injuries,Intentional injuries,0.8111888111888113,2.9
1180,Egypt,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.1646815121698606,62.7
1181,Egypt,2015,All Causes,Noncommunicable diseases,16.837562575522185,487.7
1182,Egypt,2015,All Causes,Injuries,0.997755912307958,28.9
1183,Egypt,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4547896150402864,12.7
1184,Egypt,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.766338406445837,21.4
1185,Egypt,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.03581020590868397,1.0
1186,Egypt,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.9489704565801252,26.5
1187,Egypt,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.03581020590868397,1.0
1188,Egypt,2015,Noncommunicable diseases,Malignant neoplasms,3.0044762757385857,83.9
1190,Egypt,2015,Noncommunicable diseases,Diabetes mellitus,0.6517457475380483,18.2
1191,Egypt,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.07878245299910475,2.2
1193,Egypt,2015,Noncommunicable diseases,Neurological conditions,0.35452103849597133,9.9
1194,Egypt,2015,Noncommunicable diseases,Cardiovascular diseases,9.020590868397493,251.9
1195,Egypt,2015,Noncommunicable diseases,Respiratory diseases,0.7806624888093107,21.8
1196,Egypt,2015,Noncommunicable diseases,Digestive diseases,2.3169203222918533,64.7
1199,Egypt,2015,Noncommunicable diseases,Congenital anomalies,0.4798567591763653,13.4
1201,Egypt,2015,Injuries,Unintentional injuries,0.7448522829006267,20.8
1202,Egypt,2015,Injuries,Intentional injuries,0.2900626678603402,8.1
1203,El Salvador,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.0843373493975905,6.4
1204,El Salvador,2015,All Causes,Noncommunicable diseases,12.963855421686747,26.9
1205,El Salvador,2015,All Causes,Injuries,3.9518072289156625,8.2
1206,El Salvador,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.6260162601626016,3.0
1207,El Salvador,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.2466124661246611,2.3
1209,El Salvador,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.37940379403794033,0.7
1210,El Salvador,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.16260162601626013,0.3
1211,El Salvador,2015,Noncommunicable diseases,Malignant neoplasms,2.005420054200542,3.7
1212,El Salvador,2015,Noncommunicable diseases,Other neoplasms,0.2168021680216802,0.4
1213,El Salvador,2015,Noncommunicable diseases,Diabetes mellitus,0.5962059620596206,1.1
1214,El Salvador,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.16260162601626013,0.3
1215,El Salvador,2015,Noncommunicable diseases,Mental and substance use disorders,0.4878048780487805,0.9
1216,El Salvador,2015,Noncommunicable diseases,Neurological conditions,0.4336043360433604,0.8
1218,El Salvador,2015,Noncommunicable diseases,Cardiovascular diseases,5.040650406504065,9.3
1219,El Salvador,2015,Noncommunicable diseases,Respiratory diseases,1.5718157181571815,2.9
1220,El Salvador,2015,Noncommunicable diseases,Digestive diseases,1.1924119241192412,2.2
1221,El Salvador,2015,Noncommunicable diseases,Skin diseases,0.05420054200542005,0.1
1222,El Salvador,2015,Noncommunicable diseases,Musculoskeletal diseases,0.05420054200542005,0.1
1223,El Salvador,2015,Noncommunicable diseases,Congenital anomalies,0.32520325203252026,0.6
1226,El Salvador,2015,Injuries,Unintentional injuries,1.1924119241192412,2.2
1227,El Salvador,2015,Injuries,Intentional injuries,3.252032520325203,6.0
1228,Equatorial Guinea,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",12.040816326530614,5.9
1229,Equatorial Guinea,2015,All Causes,Noncommunicable diseases,6.530612244897959,3.2
1230,Equatorial Guinea,2015,All Causes,Injuries,1.4285714285714286,0.7
1231,Equatorial Guinea,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.708333333333336,3.7
1232,Equatorial Guinea,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8750000000000007,0.9
1233,Equatorial Guinea,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.2083333333333334,0.1
1234,Equatorial Guinea,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.2916666666666674,1.1
1235,Equatorial Guinea,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2083333333333334,0.1
1236,Equatorial Guinea,2015,Noncommunicable diseases,Malignant neoplasms,0.8333333333333336,0.4
1238,Equatorial Guinea,2015,Noncommunicable diseases,Diabetes mellitus,0.6250000000000001,0.3
1239,Equatorial Guinea,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2083333333333334,0.1
1240,Equatorial Guinea,2015,Noncommunicable diseases,Mental and substance use disorders,0.2083333333333334,0.1
1241,Equatorial Guinea,2015,Noncommunicable diseases,Neurological conditions,0.2083333333333334,0.1
1242,Equatorial Guinea,2015,Noncommunicable diseases,Cardiovascular diseases,2.2916666666666674,1.1
1243,Equatorial Guinea,2015,Noncommunicable diseases,Respiratory diseases,0.4166666666666668,0.2
1244,Equatorial Guinea,2015,Noncommunicable diseases,Digestive diseases,0.8333333333333336,0.4
1247,Equatorial Guinea,2015,Noncommunicable diseases,Congenital anomalies,0.4166666666666668,0.2
1249,Equatorial Guinea,2015,Injuries,Unintentional injuries,1.2500000000000002,0.6
1250,Equatorial Guinea,2015,Injuries,Intentional injuries,0.4166666666666668,0.2
1251,Eritrea,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",8.409893992932863,11.9
1252,Eritrea,2015,All Causes,Noncommunicable diseases,9.328621908127209,13.2
1253,Eritrea,2015,All Causes,Injuries,2.2614840989399294,3.2
1254,Eritrea,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,3.927272727272728,5.4
1255,Eritrea,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.545454545454546,3.5
1256,Eritrea,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.43636363636363645,0.6
1257,Eritrea,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.3090909090909093,1.8
1258,Eritrea,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.5090909090909091,0.7
1259,Eritrea,2015,Noncommunicable diseases,Malignant neoplasms,1.1636363636363638,1.6
1261,Eritrea,2015,Noncommunicable diseases,Diabetes mellitus,0.6545454545454547,0.9
1262,Eritrea,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.07272727272727274,0.1
1263,Eritrea,2015,Noncommunicable diseases,Mental and substance use disorders,0.07272727272727274,0.1
1264,Eritrea,2015,Noncommunicable diseases,Neurological conditions,0.29090909090909095,0.4
1265,Eritrea,2015,Noncommunicable diseases,Cardiovascular diseases,4.290909090909092,5.9
1266,Eritrea,2015,Noncommunicable diseases,Respiratory diseases,0.7272727272727274,1.0
1267,Eritrea,2015,Noncommunicable diseases,Digestive diseases,1.381818181818182,1.9
1270,Eritrea,2015,Noncommunicable diseases,Congenital anomalies,0.29090909090909095,0.4
1272,Eritrea,2015,Injuries,Unintentional injuries,1.7454545454545458,2.4
1273,Eritrea,2015,Injuries,Intentional injuries,0.5818181818181819,0.8
1274,Estonia,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.5263157894736843,0.4
1275,Estonia,2015,All Causes,Noncommunicable diseases,18.55263157894737,14.1
1276,Estonia,2015,All Causes,Injuries,0.9210526315789473,0.7
1277,Estonia,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.1342281879194631,0.1
1278,Estonia,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4026845637583893,0.3
1282,Estonia,2015,Noncommunicable diseases,Malignant neoplasms,5.23489932885906,3.9
1283,Estonia,2015,Noncommunicable diseases,Other neoplasms,0.1342281879194631,0.1
1284,Estonia,2015,Noncommunicable diseases,Diabetes mellitus,0.1342281879194631,0.1
1286,Estonia,2015,Noncommunicable diseases,Mental and substance use disorders,0.4026845637583893,0.3
1287,Estonia,2015,Noncommunicable diseases,Neurological conditions,0.5369127516778524,0.4
1289,Estonia,2015,Noncommunicable diseases,Cardiovascular diseases,10.87248322147651,8.1
1290,Estonia,2015,Noncommunicable diseases,Respiratory diseases,0.4026845637583893,0.3
1291,Estonia,2015,Noncommunicable diseases,Digestive diseases,0.8053691275167786,0.6
1296,Estonia,2015,Injuries,Unintentional injuries,0.5369127516778524,0.4
1297,Estonia,2015,Injuries,Intentional injuries,0.4026845637583893,0.3
1298,Swaziland,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",9.242424242424242,6.1
1299,Swaziland,2015,All Causes,Noncommunicable diseases,8.484848484848484,5.6
1300,Swaziland,2015,All Causes,Injuries,2.2727272727272725,1.5
1301,Swaziland,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.614173228346457,4.2
1302,Swaziland,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.5748031496062993,1.0
1303,Swaziland,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3149606299212599,0.2
1304,Swaziland,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.9448818897637795,0.6
1305,Swaziland,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.15748031496062995,0.1
1306,Swaziland,2015,Noncommunicable diseases,Malignant neoplasms,0.9448818897637795,0.6
1308,Swaziland,2015,Noncommunicable diseases,Diabetes mellitus,1.4173228346456694,0.9
1309,Swaziland,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.15748031496062995,0.1
1311,Swaziland,2015,Noncommunicable diseases,Neurological conditions,0.3149606299212599,0.2
1312,Swaziland,2015,Noncommunicable diseases,Cardiovascular diseases,3.3070866141732287,2.1
1313,Swaziland,2015,Noncommunicable diseases,Respiratory diseases,0.7874015748031497,0.5
1314,Swaziland,2015,Noncommunicable diseases,Digestive diseases,0.7874015748031497,0.5
1317,Swaziland,2015,Noncommunicable diseases,Congenital anomalies,0.3149606299212599,0.2
1319,Swaziland,2015,Injuries,Unintentional injuries,1.4173228346456694,0.9
1320,Swaziland,2015,Injuries,Intentional injuries,0.9448818897637795,0.6
1321,Ethiopia,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.192065491183879,323.7
1322,Ethiopia,2015,All Causes,Noncommunicable diseases,7.654282115869018,243.1
1323,Ethiopia,2015,All Causes,Injuries,2.1536523929471034,68.4
1324,Ethiopia,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.154539600772698,160.1
1325,Ethiopia,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8705730843528656,58.1
1326,Ethiopia,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3412749517063748,10.6
1327,Ethiopia,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.7559562137797813,85.6
1328,Ethiopia,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2994204764971024,9.3
1329,Ethiopia,2015,Noncommunicable diseases,Malignant neoplasms,1.371538956857695,42.6
1331,Ethiopia,2015,Noncommunicable diseases,Diabetes mellitus,0.4603992273019962,14.3
1332,Ethiopia,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.04829362524146813,1.5
1333,Ethiopia,2015,Noncommunicable diseases,Mental and substance use disorders,0.03541532517707663,1.1
1334,Ethiopia,2015,Noncommunicable diseases,Neurological conditions,0.31873792659368966,9.9
1335,Ethiopia,2015,Noncommunicable diseases,Cardiovascular diseases,2.8557630392788154,88.7
1336,Ethiopia,2015,Noncommunicable diseases,Respiratory diseases,0.5215711526078558,16.2
1337,Ethiopia,2015,Noncommunicable diseases,Digestive diseases,1.2234385061171926,38.0
1338,Ethiopia,2015,Noncommunicable diseases,Skin diseases,0.025756600128783003,0.8
1340,Ethiopia,2015,Noncommunicable diseases,Congenital anomalies,0.48937540244687705,15.2
1342,Ethiopia,2015,Injuries,Unintentional injuries,1.7482292337411462,54.3
1343,Ethiopia,2015,Injuries,Intentional injuries,0.4539600772698004,14.1
1344,Fiji,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.8461538461538463,0.6
1345,Fiji,2015,All Causes,Noncommunicable diseases,16.923076923076923,5.5
1346,Fiji,2015,All Causes,Injuries,1.2307692307692308,0.4
1347,Fiji,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.6349206349206351,0.2
1348,Fiji,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.6349206349206351,0.2
1350,Fiji,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.6349206349206351,0.2
