,Country,Year,source,target,value
35,Albania,2015,Noncommunicable diseases,Other neoplasms,0.0
36,Albania,2015,Noncommunicable diseases,Diabetes mellitus,0.2
37,Albania,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
38,Albania,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
39,Albania,2015,Noncommunicable diseases,Neurological conditions,1.4
40,Albania,2015,Noncommunicable diseases,Sense organ diseases,0.0
41,Albania,2015,Noncommunicable diseases,Cardiovascular diseases,13.3
42,Albania,2015,Noncommunicable diseases,Respiratory diseases,0.8
43,Albania,2015,Noncommunicable diseases,Digestive diseases,0.5
44,Albania,2015,Noncommunicable diseases,Skin diseases,0.0
45,Albania,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
46,Albania,2015,Noncommunicable diseases,Congenital anomalies,0.1
47,Albania,2015,Noncommunicable diseases,Oral conditions,0.0
48,Algeria,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",26.8
49,Algeria,2015,All Causes,Noncommunicable diseases,139.9
50,Algeria,2015,All Causes,Injuries,15.0
52,Algeria,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.3
53,Algeria,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,7.3
54,Algeria,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.0
55,Algeria,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,12.1
56,Algeria,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
58,Algeria,2015,Noncommunicable diseases,Malignant neoplasms,26.4
59,Algeria,2015,Noncommunicable diseases,Other neoplasms,0.0
60,Algeria,2015,Noncommunicable diseases,Diabetes mellitus,3.9
61,Algeria,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.9
62,Algeria,2015,Noncommunicable diseases,Mental and substance use disorders,0.9
63,Algeria,2015,Noncommunicable diseases,Neurological conditions,6.1
64,Algeria,2015,Noncommunicable diseases,Sense organ diseases,0.0
65,Algeria,2015,Noncommunicable diseases,Cardiovascular diseases,78.9
66,Algeria,2015,Noncommunicable diseases,Respiratory diseases,6.2
67,Algeria,2015,Noncommunicable diseases,Digestive diseases,5.0
68,Algeria,2015,Noncommunicable diseases,Skin diseases,0.1
69,Algeria,2015,Noncommunicable diseases,Musculoskeletal diseases,0.2
70,Algeria,2015,Noncommunicable diseases,Congenital anomalies,4.4
71,Algeria,2015,Noncommunicable diseases,Oral conditions,0.0
72,Angola,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",137.8
73,Angola,2015,All Causes,Noncommunicable diseases,67.0
74,Angola,2015,All Causes,Injuries,19.0
76,Angola,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,72.2
77,Angola,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,26.3
78,Angola,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2.8
79,Angola,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,32.1
80,Angola,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,4.4
82,Angola,2015,Noncommunicable diseases,Malignant neoplasms,8.9
83,Angola,2015,Noncommunicable diseases,Other neoplasms,0.0
84,Angola,2015,Noncommunicable diseases,Diabetes mellitus,3.9
85,Angola,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.1
86,Angola,2015,Noncommunicable diseases,Mental and substance use disorders,0.4
87,Angola,2015,Noncommunicable diseases,Neurological conditions,2.2
88,Angola,2015,Noncommunicable diseases,Sense organ diseases,0.0
89,Angola,2015,Noncommunicable diseases,Cardiovascular diseases,25.2
90,Angola,2015,Noncommunicable diseases,Respiratory diseases,4.3
91,Angola,2015,Noncommunicable diseases,Digestive diseases,9.5
92,Angola,2015,Noncommunicable diseases,Skin diseases,0.2
93,Angola,2015,Noncommunicable diseases,Musculoskeletal diseases,0.2
94,Angola,2015,Noncommunicable diseases,Congenital anomalies,7.3
95,Angola,2015,Noncommunicable diseases,Oral conditions,0.0
96,Antigua and Barbuda,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.1
97,Antigua and Barbuda,2015,All Causes,Noncommunicable diseases,0.5
98,Antigua and Barbuda,2015,All Causes,Injuries,0.0
100,Antigua and Barbuda,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.0
101,Antigua and Barbuda,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.0
102,Antigua and Barbuda,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
103,Antigua and Barbuda,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
104,Antigua and Barbuda,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
106,Antigua and Barbuda,2015,Noncommunicable diseases,Malignant neoplasms,0.1
107,Antigua and Barbuda,2015,Noncommunicable diseases,Other neoplasms,0.0
108,Antigua and Barbuda,2015,Noncommunicable diseases,Diabetes mellitus,0.0
109,Antigua and Barbuda,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
110,Antigua and Barbuda,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
111,Antigua and Barbuda,2015,Noncommunicable diseases,Neurological conditions,0.0
112,Antigua and Barbuda,2015,Noncommunicable diseases,Sense organ diseases,0.0
113,Antigua and Barbuda,2015,Noncommunicable diseases,Cardiovascular diseases,0.2
114,Antigua and Barbuda,2015,Noncommunicable diseases,Respiratory diseases,0.0
115,Antigua and Barbuda,2015,Noncommunicable diseases,Digestive diseases,0.0
116,Antigua and Barbuda,2015,Noncommunicable diseases,Skin diseases,0.0
117,Antigua and Barbuda,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
118,Antigua and Barbuda,2015,Noncommunicable diseases,Congenital anomalies,0.0
119,Antigua and Barbuda,2015,Noncommunicable diseases,Oral conditions,0.0
120,Argentina,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",51.2
121,Argentina,2015,All Causes,Noncommunicable diseases,258.7
122,Argentina,2015,All Causes,Injuries,20.5
124,Argentina,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,14.7
125,Argentina,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,30.9
126,Argentina,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
127,Argentina,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,3.6
128,Argentina,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.6
130,Argentina,2015,Noncommunicable diseases,Malignant neoplasms,66.1
131,Argentina,2015,Noncommunicable diseases,Other neoplasms,3.0
132,Argentina,2015,Noncommunicable diseases,Diabetes mellitus,6.5
133,Argentina,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",3.4
134,Argentina,2015,Noncommunicable diseases,Mental and substance use disorders,1.3
135,Argentina,2015,Noncommunicable diseases,Neurological conditions,7.1
136,Argentina,2015,Noncommunicable diseases,Sense organ diseases,0.0
137,Argentina,2015,Noncommunicable diseases,Cardiovascular diseases,94.4
138,Argentina,2015,Noncommunicable diseases,Respiratory diseases,35.4
139,Argentina,2015,Noncommunicable diseases,Digestive diseases,17.1
140,Argentina,2015,Noncommunicable diseases,Skin diseases,2.5
141,Argentina,2015,Noncommunicable diseases,Musculoskeletal diseases,1.2
142,Argentina,2015,Noncommunicable diseases,Congenital anomalies,3.0
143,Argentina,2015,Noncommunicable diseases,Oral conditions,0.0
144,Armenia,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.3
145,Armenia,2015,All Causes,Noncommunicable diseases,25.5
146,Armenia,2015,All Causes,Injuries,1.2
148,Armenia,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.3
149,Armenia,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7
150,Armenia,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
151,Armenia,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.3
152,Armenia,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
154,Armenia,2015,Noncommunicable diseases,Malignant neoplasms,6.2
155,Armenia,2015,Noncommunicable diseases,Other neoplasms,0.0
156,Armenia,2015,Noncommunicable diseases,Diabetes mellitus,1.1
157,Armenia,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
158,Armenia,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
159,Armenia,2015,Noncommunicable diseases,Neurological conditions,0.1
160,Armenia,2015,Noncommunicable diseases,Sense organ diseases,0.0
161,Armenia,2015,Noncommunicable diseases,Cardiovascular diseases,13.1
162,Armenia,2015,Noncommunicable diseases,Respiratory diseases,1.5
163,Armenia,2015,Noncommunicable diseases,Digestive diseases,1.7
164,Armenia,2015,Noncommunicable diseases,Skin diseases,0.0
165,Armenia,2015,Noncommunicable diseases,Musculoskeletal diseases,0.1
166,Armenia,2015,Noncommunicable diseases,Congenital anomalies,0.5
167,Armenia,2015,Noncommunicable diseases,Oral conditions,0.0
168,Australia,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",7.3
169,Australia,2015,All Causes,Noncommunicable diseases,143.3
170,Australia,2015,All Causes,Injuries,9.4
172,Australia,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,3.0
173,Australia,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,3.5
174,Australia,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
175,Australia,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.5
176,Australia,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.3
178,Australia,2015,Noncommunicable diseases,Malignant neoplasms,45.9
179,Australia,2015,Noncommunicable diseases,Other neoplasms,1.3
180,Australia,2015,Noncommunicable diseases,Diabetes mellitus,4.3
181,Australia,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",2.3
182,Australia,2015,Noncommunicable diseases,Mental and substance use disorders,2.1
183,Australia,2015,Noncommunicable diseases,Neurological conditions,17.8
184,Australia,2015,Noncommunicable diseases,Sense organ diseases,0.0
185,Australia,2015,Noncommunicable diseases,Cardiovascular diseases,45.4
186,Australia,2015,Noncommunicable diseases,Respiratory diseases,11.8
187,Australia,2015,Noncommunicable diseases,Digestive diseases,5.7
188,Australia,2015,Noncommunicable diseases,Skin diseases,0.5
189,Australia,2015,Noncommunicable diseases,Musculoskeletal diseases,1.3
190,Australia,2015,Noncommunicable diseases,Congenital anomalies,0.7
191,Australia,2015,Noncommunicable diseases,Oral conditions,0.0
192,Austria,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.3
193,Austria,2015,All Causes,Noncommunicable diseases,78.0
194,Austria,2015,All Causes,Injuries,4.6
196,Austria,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.9
197,Austria,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.1
198,Austria,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
199,Austria,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
200,Austria,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
202,Austria,2015,Noncommunicable diseases,Malignant neoplasms,21.4
203,Austria,2015,Noncommunicable diseases,Other neoplasms,0.7
204,Austria,2015,Noncommunicable diseases,Diabetes mellitus,2.7
205,Austria,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.0
206,Austria,2015,Noncommunicable diseases,Mental and substance use disorders,0.7
207,Austria,2015,Noncommunicable diseases,Neurological conditions,4.2
208,Austria,2015,Noncommunicable diseases,Sense organ diseases,0.0
209,Austria,2015,Noncommunicable diseases,Cardiovascular diseases,36.5
210,Austria,2015,Noncommunicable diseases,Respiratory diseases,4.4
211,Austria,2015,Noncommunicable diseases,Digestive diseases,3.0
212,Austria,2015,Noncommunicable diseases,Skin diseases,0.1
213,Austria,2015,Noncommunicable diseases,Musculoskeletal diseases,0.3
214,Austria,2015,Noncommunicable diseases,Congenital anomalies,0.3
215,Austria,2015,Noncommunicable diseases,Oral conditions,0.0
216,Azerbaijan,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",5.9
217,Azerbaijan,2015,All Causes,Noncommunicable diseases,70.2
218,Azerbaijan,2015,All Causes,Injuries,3.5
220,Azerbaijan,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.8
221,Azerbaijan,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.9
222,Azerbaijan,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.1
223,Azerbaijan,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.1
224,Azerbaijan,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
226,Azerbaijan,2015,Noncommunicable diseases,Malignant neoplasms,7.6
227,Azerbaijan,2015,Noncommunicable diseases,Other neoplasms,0.0
228,Azerbaijan,2015,Noncommunicable diseases,Diabetes mellitus,2.1
229,Azerbaijan,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3
230,Azerbaijan,2015,Noncommunicable diseases,Mental and substance use disorders,0.3
231,Azerbaijan,2015,Noncommunicable diseases,Neurological conditions,1.9
232,Azerbaijan,2015,Noncommunicable diseases,Sense organ diseases,0.0
233,Azerbaijan,2015,Noncommunicable diseases,Cardiovascular diseases,48.9
234,Azerbaijan,2015,Noncommunicable diseases,Respiratory diseases,2.3
235,Azerbaijan,2015,Noncommunicable diseases,Digestive diseases,4.2
236,Azerbaijan,2015,Noncommunicable diseases,Skin diseases,0.0
237,Azerbaijan,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
238,Azerbaijan,2015,Noncommunicable diseases,Congenital anomalies,0.7
239,Azerbaijan,2015,Noncommunicable diseases,Oral conditions,0.0
240,Bahamas,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.4
241,Bahamas,2015,All Causes,Noncommunicable diseases,1.7
242,Bahamas,2015,All Causes,Injuries,0.3
244,Bahamas,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2
245,Bahamas,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
246,Bahamas,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
247,Bahamas,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
248,Bahamas,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
250,Bahamas,2015,Noncommunicable diseases,Malignant neoplasms,0.4
251,Bahamas,2015,Noncommunicable diseases,Other neoplasms,0.0
252,Bahamas,2015,Noncommunicable diseases,Diabetes mellitus,0.1
253,Bahamas,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
254,Bahamas,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
255,Bahamas,2015,Noncommunicable diseases,Neurological conditions,0.1
256,Bahamas,2015,Noncommunicable diseases,Sense organ diseases,0.0
257,Bahamas,2015,Noncommunicable diseases,Cardiovascular diseases,0.7
258,Bahamas,2015,Noncommunicable diseases,Respiratory diseases,0.0
259,Bahamas,2015,Noncommunicable diseases,Digestive diseases,0.1
260,Bahamas,2015,Noncommunicable diseases,Skin diseases,0.0
261,Bahamas,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
262,Bahamas,2015,Noncommunicable diseases,Congenital anomalies,0.0
263,Bahamas,2015,Noncommunicable diseases,Oral conditions,0.0
264,Bahrain,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.2
265,Bahrain,2015,All Causes,Noncommunicable diseases,2.9
266,Bahrain,2015,All Causes,Injuries,0.3
268,Bahrain,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.0
269,Bahrain,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
270,Bahrain,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
271,Bahrain,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
272,Bahrain,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
274,Bahrain,2015,Noncommunicable diseases,Malignant neoplasms,0.5
275,Bahrain,2015,Noncommunicable diseases,Other neoplasms,0.0
276,Bahrain,2015,Noncommunicable diseases,Diabetes mellitus,0.6
277,Bahrain,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
278,Bahrain,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
279,Bahrain,2015,Noncommunicable diseases,Neurological conditions,0.1
280,Bahrain,2015,Noncommunicable diseases,Sense organ diseases,0.0
281,Bahrain,2015,Noncommunicable diseases,Cardiovascular diseases,1.0
282,Bahrain,2015,Noncommunicable diseases,Respiratory diseases,0.1
283,Bahrain,2015,Noncommunicable diseases,Digestive diseases,0.2
284,Bahrain,2015,Noncommunicable diseases,Skin diseases,0.0
285,Bahrain,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
286,Bahrain,2015,Noncommunicable diseases,Congenital anomalies,0.1
287,Bahrain,2015,Noncommunicable diseases,Oral conditions,0.0
288,Bangladesh,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",212.4
289,Bangladesh,2015,All Causes,Noncommunicable diseases,469.8
290,Bangladesh,2015,All Causes,Injuries,55.2
292,Bangladesh,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,116.3
293,Bangladesh,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,30.8
294,Bangladesh,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,5.0
295,Bangladesh,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,55.3
296,Bangladesh,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,5.1
298,Bangladesh,2015,Noncommunicable diseases,Malignant neoplasms,94.5
299,Bangladesh,2015,Noncommunicable diseases,Other neoplasms,0.2
300,Bangladesh,2015,Noncommunicable diseases,Diabetes mellitus,21.7
301,Bangladesh,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.2
302,Bangladesh,2015,Noncommunicable diseases,Mental and substance use disorders,2.8
303,Bangladesh,2015,Noncommunicable diseases,Neurological conditions,15.8
304,Bangladesh,2015,Noncommunicable diseases,Sense organ diseases,0.0
305,Bangladesh,2015,Noncommunicable diseases,Cardiovascular diseases,229.3
306,Bangladesh,2015,Noncommunicable diseases,Respiratory diseases,49.1
307,Bangladesh,2015,Noncommunicable diseases,Digestive diseases,29.7
308,Bangladesh,2015,Noncommunicable diseases,Skin diseases,0.9
309,Bangladesh,2015,Noncommunicable diseases,Musculoskeletal diseases,1.4
310,Bangladesh,2015,Noncommunicable diseases,Congenital anomalies,11.4
311,Bangladesh,2015,Noncommunicable diseases,Oral conditions,0.0
312,Barbados,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.4
313,Barbados,2015,All Causes,Noncommunicable diseases,2.5
314,Barbados,2015,All Causes,Injuries,0.2
316,Barbados,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2
317,Barbados,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.2
318,Barbados,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
319,Barbados,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.0
320,Barbados,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
322,Barbados,2015,Noncommunicable diseases,Malignant neoplasms,0.7
323,Barbados,2015,Noncommunicable diseases,Other neoplasms,0.0
324,Barbados,2015,Noncommunicable diseases,Diabetes mellitus,0.2
325,Barbados,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
326,Barbados,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
327,Barbados,2015,Noncommunicable diseases,Neurological conditions,0.1
328,Barbados,2015,Noncommunicable diseases,Sense organ diseases,0.0
329,Barbados,2015,Noncommunicable diseases,Cardiovascular diseases,0.9
330,Barbados,2015,Noncommunicable diseases,Respiratory diseases,0.1
331,Barbados,2015,Noncommunicable diseases,Digestive diseases,0.1
332,Barbados,2015,Noncommunicable diseases,Skin diseases,0.1
333,Barbados,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
334,Barbados,2015,Noncommunicable diseases,Congenital anomalies,0.0
335,Barbados,2015,Noncommunicable diseases,Oral conditions,0.0
336,Belarus,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2.2
337,Belarus,2015,All Causes,Noncommunicable diseases,109.4
338,Belarus,2015,All Causes,Injuries,7.6
340,Belarus,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.9
341,Belarus,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.1
342,Belarus,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
343,Belarus,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
344,Belarus,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
346,Belarus,2015,Noncommunicable diseases,Malignant neoplasms,18.6
347,Belarus,2015,Noncommunicable diseases,Other neoplasms,0.1
348,Belarus,2015,Noncommunicable diseases,Diabetes mellitus,0.3
349,Belarus,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
350,Belarus,2015,Noncommunicable diseases,Mental and substance use disorders,3.4
351,Belarus,2015,Noncommunicable diseases,Neurological conditions,4.2
352,Belarus,2015,Noncommunicable diseases,Sense organ diseases,0.0
353,Belarus,2015,Noncommunicable diseases,Cardiovascular diseases,75.0
354,Belarus,2015,Noncommunicable diseases,Respiratory diseases,2.2
355,Belarus,2015,Noncommunicable diseases,Digestive diseases,4.2
356,Belarus,2015,Noncommunicable diseases,Skin diseases,0.0
357,Belarus,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
358,Belarus,2015,Noncommunicable diseases,Congenital anomalies,0.2
359,Belarus,2015,Noncommunicable diseases,Oral conditions,0.0
360,Belgium,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",8.8
361,Belgium,2015,All Causes,Noncommunicable diseases,95.9
362,Belgium,2015,All Causes,Injuries,6.9
364,Belgium,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.6
365,Belgium,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,5.5
366,Belgium,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
367,Belgium,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
368,Belgium,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.5
370,Belgium,2015,Noncommunicable diseases,Malignant neoplasms,28.9
371,Belgium,2015,Noncommunicable diseases,Other neoplasms,1.6
372,Belgium,2015,Noncommunicable diseases,Diabetes mellitus,1.2
373,Belgium,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.3
374,Belgium,2015,Noncommunicable diseases,Mental and substance use disorders,0.9
375,Belgium,2015,Noncommunicable diseases,Neurological conditions,11.1
376,Belgium,2015,Noncommunicable diseases,Sense organ diseases,0.0
377,Belgium,2015,Noncommunicable diseases,Cardiovascular diseases,31.9
378,Belgium,2015,Noncommunicable diseases,Respiratory diseases,9.1
379,Belgium,2015,Noncommunicable diseases,Digestive diseases,5.1
380,Belgium,2015,Noncommunicable diseases,Skin diseases,0.3
381,Belgium,2015,Noncommunicable diseases,Musculoskeletal diseases,0.7
382,Belgium,2015,Noncommunicable diseases,Congenital anomalies,0.3
383,Belgium,2015,Noncommunicable diseases,Oral conditions,0.0
384,Belize,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.3
385,Belize,2015,All Causes,Noncommunicable diseases,1.0
386,Belize,2015,All Causes,Injuries,0.3
388,Belize,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2
389,Belize,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.1
390,Belize,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
391,Belize,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
392,Belize,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
394,Belize,2015,Noncommunicable diseases,Malignant neoplasms,0.2
395,Belize,2015,Noncommunicable diseases,Other neoplasms,0.0
396,Belize,2015,Noncommunicable diseases,Diabetes mellitus,0.1
397,Belize,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
398,Belize,2015,Noncommunicable diseases,Mental and substance use disorders,0.0
399,Belize,2015,Noncommunicable diseases,Neurological conditions,0.1
400,Belize,2015,Noncommunicable diseases,Sense organ diseases,0.0
401,Belize,2015,Noncommunicable diseases,Cardiovascular diseases,0.3
402,Belize,2015,Noncommunicable diseases,Respiratory diseases,0.1
403,Belize,2015,Noncommunicable diseases,Digestive diseases,0.1
404,Belize,2015,Noncommunicable diseases,Skin diseases,0.0
405,Belize,2015,Noncommunicable diseases,Musculoskeletal diseases,0.0
406,Belize,2015,Noncommunicable diseases,Congenital anomalies,0.0
407,Belize,2015,Noncommunicable diseases,Oral conditions,0.0
408,Benin,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",49.4
409,Benin,2015,All Causes,Noncommunicable diseases,33.6
410,Benin,2015,All Causes,Injuries,8.2
412,Benin,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,24.7
413,Benin,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,10.4
414,Benin,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,1.1
415,Benin,2015,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,12.1
416,Benin,2015,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,1.1
418,Benin,2015,Noncommunicable diseases,Malignant neoplasms,5.2
419,Benin,2015,Noncommunicable diseases,Other neoplasms,0.0
420,Benin,2015,Noncommunicable diseases,Diabetes mellitus,1.7
421,Benin,2015,Noncommunicable diseases,"Endocrine, blood, immune disorders",1.4
422,Benin,2015,Noncommunicable diseases,Mental and substance use disorders,0.2
423,Benin,2015,Noncommunicable diseases,Neurological conditions,1.3
424,Benin,2015,Noncommunicable diseases,Sense organ diseases,0.0
425,Benin,2015,Noncommunicable diseases,Cardiovascular diseases,12.8
426,Benin,2015,Noncommunicable diseases,Respiratory diseases,2.2
427,Benin,2015,Noncommunicable diseases,Digestive diseases,4.1
428,Benin,2015,Noncommunicable diseases,Skin diseases,0.1
429,Benin,2015,Noncommunicable diseases,Musculoskeletal diseases,0.1
430,Benin,2015,Noncommunicable diseases,Congenital anomalies,2.3
431,Benin,2015,Noncommunicable diseases,Oral conditions,0.0
432,Bhutan,2015,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.9
433,Bhutan,2015,All Causes,Noncommunicable diseases,2.9
434,Bhutan,2015,All Causes,Injuries,0.4
436,Bhutan,2015,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.5
437,Bhutan,2015,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.2
438,Bhutan,2015,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
